SiteCode|ItemCode|SalesTypeCode|ReturnFlag|SalesDate|SalesQuantity|TotalCost|TotalRevenue|TotalOriginalRetail
STORE_001|ITM_TOP_0004|Regular|0|2024-04-03 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-03 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-03 00:00:00|11|90.64|226.71|226.71
STORE_002|ITM_BAS_0002|Regular|0|2024-04-03 00:00:00|11|53.46|133.76|133.76
STORE_002|ITM_TOP_0003|Regular|0|2024-04-03 00:00:00|5|53.9|141.85|141.85
STORE_002|ITM_TOP_0004|Regular|0|2024-04-03 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-03 00:00:00|6|196.44|491.1|491.1
STORE_001|ITM_BAS_0001|Regular|0|2024-04-04 00:00:00|10|82.4|206.1|206.1
STORE_001|ITM_BAS_0002|Regular|0|2024-04-04 00:00:00|15|72.9|182.4|182.4
STORE_001|ITM_TOP_0003|Regular|0|2024-04-04 00:00:00|6|64.68|170.22|170.22
STORE_001|ITM_TOP_0004|Regular|0|2024-04-04 00:00:00|3|29.82|78.45|78.45
STORE_001|ITM_BOT_0005|Regular|0|2024-04-04 00:00:00|1|32.74|81.85|81.85
STORE_002|ITM_BAS_0001|Regular|0|2024-04-04 00:00:00|12|98.88|247.32|247.32
STORE_002|ITM_BAS_0002|Regular|0|2024-04-04 00:00:00|9|43.74|109.44|109.44
STORE_002|ITM_TOP_0003|Regular|0|2024-04-04 00:00:00|12|129.36|340.44|340.44
STORE_002|ITM_BOT_0005|Regular|0|2024-04-04 00:00:00|5|163.7|409.25|409.25
STORE_001|ITM_BAS_0001|Regular|0|2024-04-05 00:00:00|24|197.76|494.64|494.64
STORE_001|ITM_BAS_0002|Regular|0|2024-04-05 00:00:00|13|63.18|158.08|158.08
STORE_001|ITM_TOP_0003|Regular|0|2024-04-05 00:00:00|6|64.68|170.22|170.22
STORE_001|ITM_TOP_0004|Regular|0|2024-04-05 00:00:00|1|9.94|26.15|26.15
STORE_001|ITM_BOT_0005|Regular|0|2024-04-05 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-05 00:00:00|17|140.08|350.37|350.37
STORE_002|ITM_BAS_0002|Regular|0|2024-04-05 00:00:00|8|38.88|97.28|97.28
STORE_002|ITM_TOP_0003|Regular|0|2024-04-05 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_TOP_0004|Regular|0|2024-04-05 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-05 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-06 00:00:00|14|115.36|288.54|288.54
STORE_001|ITM_BAS_0002|Regular|0|2024-04-06 00:00:00|17|82.62|206.72|206.72
STORE_001|ITM_TOP_0003|Regular|0|2024-04-06 00:00:00|5|53.9|141.85|141.85
STORE_001|ITM_TOP_0004|Regular|0|2024-04-06 00:00:00|6|59.64|156.9|156.9
STORE_001|ITM_BOT_0005|Regular|0|2024-04-06 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-06 00:00:00|19|156.56|391.59|391.59
STORE_002|ITM_BAS_0002|Regular|0|2024-04-06 00:00:00|17|82.62|206.72|206.72
STORE_002|ITM_TOP_0003|Regular|0|2024-04-06 00:00:00|9|97.02|255.33|255.33
STORE_001|ITM_BAS_0001|Regular|0|2024-04-07 00:00:00|14|115.36|288.54|288.54
STORE_001|ITM_BAS_0002|Regular|0|2024-04-07 00:00:00|8|38.88|97.28|97.28
STORE_001|ITM_TOP_0003|Regular|0|2024-04-07 00:00:00|10|107.8|283.7|283.7
STORE_001|ITM_TOP_0004|Regular|0|2024-04-07 00:00:00|1|9.94|26.15|26.15
STORE_001|ITM_BOT_0005|Regular|0|2024-04-07 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-07 00:00:00|9|74.16|185.49|185.49
STORE_002|ITM_BAS_0002|Regular|0|2024-04-07 00:00:00|11|53.46|133.76|133.76
STORE_002|ITM_TOP_0003|Regular|0|2024-04-07 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_TOP_0004|Regular|0|2024-04-07 00:00:00|2|19.88|52.3|52.3
STORE_002|ITM_BOT_0005|Regular|0|2024-04-07 00:00:00|6|196.44|491.1|491.1
STORE_001|ITM_BAS_0001|Regular|0|2024-04-08 00:00:00|22|181.28|453.42|453.42
STORE_001|ITM_BAS_0002|Regular|0|2024-04-08 00:00:00|19|92.34|231.04|231.04
STORE_001|ITM_TOP_0003|Regular|0|2024-04-08 00:00:00|3|32.34|85.11|85.11
STORE_002|ITM_BAS_0001|Regular|0|2024-04-08 00:00:00|11|90.64|226.71|226.71
STORE_002|ITM_BAS_0002|Regular|0|2024-04-08 00:00:00|7|34.02|85.12|85.12
STORE_002|ITM_TOP_0003|Regular|0|2024-04-08 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_BOT_0005|Regular|0|2024-04-08 00:00:00|1|32.74|81.85|81.85
STORE_001|ITM_BAS_0001|Regular|0|2024-04-09 00:00:00|16|131.84|329.76|329.76
STORE_001|ITM_BAS_0002|Regular|0|2024-04-09 00:00:00|17|82.62|206.72|206.72
STORE_001|ITM_TOP_0003|Regular|0|2024-04-09 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-09 00:00:00|3|29.82|78.45|78.45
STORE_001|ITM_BOT_0005|Regular|0|2024-04-09 00:00:00|5|163.7|409.25|409.25
STORE_002|ITM_BAS_0001|Regular|0|2024-04-09 00:00:00|10|82.4|206.1|206.1
STORE_002|ITM_BAS_0002|Regular|0|2024-04-09 00:00:00|19|92.34|231.04|231.04
STORE_002|ITM_TOP_0003|Regular|0|2024-04-09 00:00:00|8|86.24|226.96|226.96
STORE_002|ITM_TOP_0004|Regular|0|2024-04-09 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-09 00:00:00|3|98.22|245.55|245.55
STORE_001|ITM_BAS_0001|Regular|0|2024-04-10 00:00:00|12|98.88|247.32|247.32
STORE_001|ITM_BAS_0002|Regular|0|2024-04-10 00:00:00|8|38.88|97.28|97.28
STORE_001|ITM_TOP_0003|Regular|0|2024-04-10 00:00:00|8|86.24|226.96|226.96
STORE_001|ITM_BOT_0005|Regular|0|2024-04-10 00:00:00|2|65.48|163.7|163.7
STORE_002|ITM_BAS_0001|Regular|0|2024-04-10 00:00:00|16|131.84|329.76|329.76
STORE_002|ITM_BAS_0002|Regular|0|2024-04-10 00:00:00|12|58.32|145.92|145.92
STORE_002|ITM_TOP_0003|Regular|0|2024-04-10 00:00:00|5|53.9|141.85|141.85
STORE_002|ITM_TOP_0004|Regular|0|2024-04-10 00:00:00|5|49.7|130.75|130.75
STORE_002|ITM_BOT_0005|Regular|0|2024-04-10 00:00:00|1|32.74|81.85|81.85
STORE_001|ITM_BAS_0001|Regular|0|2024-04-11 00:00:00|14|115.36|288.54|288.54
STORE_001|ITM_BAS_0002|Regular|0|2024-04-11 00:00:00|10|48.6|121.6|121.6
STORE_001|ITM_TOP_0003|Regular|0|2024-04-11 00:00:00|8|86.24|226.96|226.96
STORE_001|ITM_TOP_0004|Regular|0|2024-04-11 00:00:00|3|29.82|78.45|78.45
STORE_001|ITM_BOT_0005|Regular|0|2024-04-11 00:00:00|5|163.7|409.25|409.25
STORE_002|ITM_BAS_0001|Regular|0|2024-04-11 00:00:00|10|82.4|206.1|206.1
STORE_002|ITM_BAS_0002|Regular|0|2024-04-11 00:00:00|16|77.76|194.56|194.56
STORE_002|ITM_TOP_0003|Regular|0|2024-04-11 00:00:00|6|64.68|170.22|170.22
STORE_002|ITM_TOP_0004|Regular|0|2024-04-11 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-11 00:00:00|1|32.74|81.85|81.85
STORE_001|ITM_BAS_0001|Regular|0|2024-04-12 00:00:00|16|131.84|329.76|329.76
STORE_001|ITM_BAS_0002|Regular|0|2024-04-12 00:00:00|23|111.78|279.68|279.68
STORE_001|ITM_TOP_0003|Regular|0|2024-04-12 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-12 00:00:00|3|29.82|78.45|78.45
STORE_001|ITM_BOT_0005|Regular|0|2024-04-12 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-12 00:00:00|12|98.88|247.32|247.32
STORE_002|ITM_BAS_0002|Regular|0|2024-04-12 00:00:00|18|87.48|218.88|218.88
STORE_002|ITM_TOP_0003|Regular|0|2024-04-12 00:00:00|11|118.58|312.07|312.07
STORE_002|ITM_TOP_0004|Regular|0|2024-04-12 00:00:00|5|49.7|130.75|130.75
STORE_002|ITM_BOT_0005|Regular|0|2024-04-12 00:00:00|5|163.7|409.25|409.25
STORE_001|ITM_BAS_0001|Regular|0|2024-04-13 00:00:00|12|98.88|247.32|247.32
STORE_001|ITM_BAS_0002|Regular|0|2024-04-13 00:00:00|22|106.92|267.52|267.52
STORE_001|ITM_TOP_0003|Regular|0|2024-04-13 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-13 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-13 00:00:00|5|163.7|409.25|409.25
STORE_002|ITM_BAS_0001|Regular|0|2024-04-13 00:00:00|17|140.08|350.37|350.37
STORE_002|ITM_BAS_0002|Regular|0|2024-04-13 00:00:00|30|145.8|364.8|364.8
STORE_002|ITM_TOP_0003|Regular|0|2024-04-13 00:00:00|5|53.9|141.85|141.85
STORE_002|ITM_TOP_0004|Regular|0|2024-04-13 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-13 00:00:00|3|98.22|245.55|245.55
STORE_001|ITM_BAS_0001|Regular|0|2024-04-14 00:00:00|13|107.12|267.93|267.93
STORE_001|ITM_BAS_0002|Regular|0|2024-04-14 00:00:00|6|29.16|72.96|72.96
STORE_001|ITM_TOP_0003|Regular|0|2024-04-14 00:00:00|5|53.9|141.85|141.85
STORE_001|ITM_TOP_0004|Regular|0|2024-04-14 00:00:00|5|49.7|130.75|130.75
STORE_001|ITM_BOT_0005|Regular|0|2024-04-14 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-14 00:00:00|10|82.4|206.1|206.1
STORE_002|ITM_BAS_0002|Regular|0|2024-04-14 00:00:00|14|68.04|170.24|170.24
STORE_002|ITM_TOP_0003|Regular|0|2024-04-14 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_TOP_0004|Regular|0|2024-04-14 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-14 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-15 00:00:00|13|107.12|267.93|267.93
STORE_001|ITM_BAS_0002|Regular|0|2024-04-15 00:00:00|14|68.04|170.24|170.24
STORE_001|ITM_TOP_0003|Regular|0|2024-04-15 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-15 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-15 00:00:00|5|163.7|409.25|409.25
STORE_002|ITM_BAS_0001|Regular|0|2024-04-15 00:00:00|16|131.84|329.76|329.76
STORE_002|ITM_BAS_0002|Regular|0|2024-04-15 00:00:00|17|82.62|206.72|206.72
STORE_002|ITM_TOP_0003|Regular|0|2024-04-15 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_TOP_0004|Regular|0|2024-04-15 00:00:00|1|9.94|26.15|26.15
STORE_002|ITM_BOT_0005|Regular|0|2024-04-15 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-16 00:00:00|7|57.68|144.27|144.27
STORE_001|ITM_BAS_0002|Regular|0|2024-04-16 00:00:00|14|68.04|170.24|170.24
STORE_001|ITM_TOP_0003|Regular|0|2024-04-16 00:00:00|6|64.68|170.22|170.22
STORE_001|ITM_TOP_0004|Regular|0|2024-04-16 00:00:00|1|9.94|26.15|26.15
STORE_001|ITM_BOT_0005|Regular|0|2024-04-16 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-16 00:00:00|21|173.04|432.81|432.81
STORE_002|ITM_BAS_0002|Regular|0|2024-04-16 00:00:00|19|92.34|231.04|231.04
STORE_002|ITM_TOP_0003|Regular|0|2024-04-16 00:00:00|11|118.58|312.07|312.07
STORE_002|ITM_TOP_0004|Regular|0|2024-04-16 00:00:00|2|19.88|52.3|52.3
STORE_002|ITM_BOT_0005|Regular|0|2024-04-16 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-17 00:00:00|7|57.68|144.27|144.27
STORE_001|ITM_BAS_0002|Regular|0|2024-04-17 00:00:00|10|48.6|121.6|121.6
STORE_001|ITM_TOP_0003|Regular|0|2024-04-17 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-17 00:00:00|3|29.82|78.45|78.45
STORE_001|ITM_BOT_0005|Regular|0|2024-04-17 00:00:00|2|65.48|163.7|163.7
STORE_002|ITM_BAS_0001|Regular|0|2024-04-17 00:00:00|12|98.88|247.32|247.32
STORE_002|ITM_BAS_0002|Regular|0|2024-04-17 00:00:00|10|48.6|121.6|121.6
STORE_002|ITM_TOP_0003|Regular|0|2024-04-17 00:00:00|5|53.9|141.85|141.85
STORE_002|ITM_TOP_0004|Regular|0|2024-04-17 00:00:00|2|19.88|52.3|52.3
STORE_002|ITM_BOT_0005|Regular|0|2024-04-17 00:00:00|5|163.7|409.25|409.25
STORE_001|ITM_BAS_0001|Regular|0|2024-04-18 00:00:00|19|156.56|391.59|391.59
STORE_001|ITM_BAS_0002|Regular|0|2024-04-18 00:00:00|13|63.18|158.08|158.08
STORE_001|ITM_TOP_0003|Regular|0|2024-04-18 00:00:00|8|86.24|226.96|226.96
STORE_001|ITM_TOP_0004|Regular|0|2024-04-18 00:00:00|2|19.88|52.3|52.3
STORE_002|ITM_BAS_0001|Regular|0|2024-04-18 00:00:00|16|131.84|329.76|329.76
STORE_002|ITM_BAS_0002|Regular|0|2024-04-18 00:00:00|19|92.34|231.04|231.04
STORE_002|ITM_TOP_0003|Regular|0|2024-04-18 00:00:00|3|32.34|85.11|85.11
STORE_002|ITM_TOP_0004|Regular|0|2024-04-18 00:00:00|3|29.82|78.45|78.45
STORE_002|ITM_BOT_0005|Regular|0|2024-04-18 00:00:00|3|98.22|245.55|245.55
STORE_001|ITM_BAS_0001|Regular|0|2024-04-19 00:00:00|9|74.16|185.49|185.49
STORE_001|ITM_BAS_0002|Regular|0|2024-04-19 00:00:00|19|92.34|231.04|231.04
STORE_001|ITM_TOP_0003|Regular|0|2024-04-19 00:00:00|9|97.02|255.33|255.33
STORE_001|ITM_BOT_0005|Regular|0|2024-04-19 00:00:00|1|32.74|81.85|81.85
STORE_002|ITM_BAS_0001|Regular|0|2024-04-19 00:00:00|17|140.08|350.37|350.37
STORE_002|ITM_BAS_0002|Regular|0|2024-04-19 00:00:00|20|97.2|243.2|243.2
STORE_002|ITM_TOP_0003|Regular|0|2024-04-19 00:00:00|14|150.92|397.18|397.18
STORE_002|ITM_TOP_0004|Regular|0|2024-04-19 00:00:00|5|49.7|130.75|130.75
STORE_002|ITM_BOT_0005|Regular|0|2024-04-19 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-20 00:00:00|16|131.84|329.76|329.76
STORE_001|ITM_BAS_0002|Regular|0|2024-04-20 00:00:00|19|92.34|231.04|231.04
STORE_001|ITM_TOP_0003|Regular|0|2024-04-20 00:00:00|5|53.9|141.85|141.85
STORE_001|ITM_TOP_0004|Regular|0|2024-04-20 00:00:00|1|9.94|26.15|26.15
STORE_001|ITM_BOT_0005|Regular|0|2024-04-20 00:00:00|5|163.7|409.25|409.25
STORE_002|ITM_BAS_0001|Regular|0|2024-04-20 00:00:00|17|140.08|350.37|350.37
STORE_002|ITM_BAS_0002|Regular|0|2024-04-20 00:00:00|23|111.78|279.68|279.68
STORE_002|ITM_TOP_0003|Regular|0|2024-04-20 00:00:00|10|107.8|283.7|283.7
STORE_002|ITM_TOP_0004|Regular|0|2024-04-20 00:00:00|1|9.94|26.15|26.15
STORE_002|ITM_BOT_0005|Regular|0|2024-04-20 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-21 00:00:00|8|65.92|164.88|164.88
STORE_001|ITM_BAS_0002|Regular|0|2024-04-21 00:00:00|13|63.18|158.08|158.08
STORE_001|ITM_TOP_0003|Regular|0|2024-04-21 00:00:00|5|53.9|141.85|141.85
STORE_001|ITM_TOP_0004|Regular|0|2024-04-21 00:00:00|1|9.94|26.15|26.15
STORE_001|ITM_BOT_0005|Regular|0|2024-04-21 00:00:00|2|65.48|163.7|163.7
STORE_002|ITM_BAS_0001|Regular|0|2024-04-21 00:00:00|15|123.6|309.15|309.15
STORE_002|ITM_BAS_0002|Regular|0|2024-04-21 00:00:00|15|72.9|182.4|182.4
STORE_002|ITM_TOP_0003|Regular|0|2024-04-21 00:00:00|8|86.24|226.96|226.96
STORE_002|ITM_BOT_0005|Regular|0|2024-04-21 00:00:00|3|98.22|245.55|245.55
STORE_001|ITM_BAS_0001|Regular|0|2024-04-22 00:00:00|17|140.08|350.37|350.37
STORE_001|ITM_BAS_0002|Regular|0|2024-04-22 00:00:00|21|102.06|255.36|255.36
STORE_001|ITM_TOP_0003|Regular|0|2024-04-22 00:00:00|9|97.02|255.33|255.33
STORE_001|ITM_TOP_0004|Regular|0|2024-04-22 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-22 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-22 00:00:00|8|65.92|164.88|164.88
STORE_002|ITM_BAS_0002|Regular|0|2024-04-22 00:00:00|12|58.32|145.92|145.92
STORE_002|ITM_TOP_0003|Regular|0|2024-04-22 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_TOP_0004|Regular|0|2024-04-22 00:00:00|6|59.64|156.9|156.9
STORE_002|ITM_BOT_0005|Regular|0|2024-04-22 00:00:00|3|98.22|245.55|245.55
STORE_001|ITM_BAS_0001|Regular|0|2024-04-23 00:00:00|14|115.36|288.54|288.54
STORE_001|ITM_BAS_0002|Regular|0|2024-04-23 00:00:00|8|38.88|97.28|97.28
STORE_001|ITM_TOP_0003|Regular|0|2024-04-23 00:00:00|9|97.02|255.33|255.33
STORE_001|ITM_TOP_0004|Regular|0|2024-04-23 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-23 00:00:00|5|163.7|409.25|409.25
STORE_002|ITM_BAS_0001|Regular|0|2024-04-23 00:00:00|10|82.4|206.1|206.1
STORE_002|ITM_BAS_0002|Regular|0|2024-04-23 00:00:00|12|58.32|145.92|145.92
STORE_002|ITM_TOP_0003|Regular|0|2024-04-23 00:00:00|3|32.34|85.11|85.11
STORE_002|ITM_TOP_0004|Regular|0|2024-04-23 00:00:00|2|19.88|52.3|52.3
STORE_002|ITM_BOT_0005|Regular|0|2024-04-23 00:00:00|2|65.48|163.7|163.7
STORE_001|ITM_BAS_0001|Regular|0|2024-04-24 00:00:00|12|98.88|247.32|247.32
STORE_001|ITM_BAS_0002|Regular|0|2024-04-24 00:00:00|13|63.18|158.08|158.08
STORE_001|ITM_TOP_0003|Regular|0|2024-04-24 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-24 00:00:00|3|29.82|78.45|78.45
STORE_001|ITM_BOT_0005|Regular|0|2024-04-24 00:00:00|3|98.22|245.55|245.55
STORE_002|ITM_BAS_0001|Regular|0|2024-04-24 00:00:00|18|148.32|370.98|370.98
STORE_002|ITM_BAS_0002|Regular|0|2024-04-24 00:00:00|9|43.74|109.44|109.44
STORE_002|ITM_TOP_0003|Regular|0|2024-04-24 00:00:00|8|86.24|226.96|226.96
STORE_002|ITM_TOP_0004|Regular|0|2024-04-24 00:00:00|1|9.94|26.15|26.15
STORE_002|ITM_BOT_0005|Regular|0|2024-04-24 00:00:00|6|196.44|491.1|491.1
STORE_001|ITM_BAS_0001|Regular|0|2024-04-25 00:00:00|15|123.6|309.15|309.15
STORE_001|ITM_BAS_0002|Regular|0|2024-04-25 00:00:00|13|63.18|158.08|158.08
STORE_001|ITM_TOP_0003|Regular|0|2024-04-25 00:00:00|5|53.9|141.85|141.85
STORE_001|ITM_BOT_0005|Regular|0|2024-04-25 00:00:00|2|65.48|163.7|163.7
STORE_002|ITM_BAS_0001|Regular|0|2024-04-25 00:00:00|8|65.92|164.88|164.88
STORE_002|ITM_BAS_0002|Regular|0|2024-04-25 00:00:00|14|68.04|170.24|170.24
STORE_002|ITM_TOP_0003|Regular|0|2024-04-25 00:00:00|7|75.46|198.59|198.59
STORE_002|ITM_TOP_0004|Regular|0|2024-04-25 00:00:00|1|9.94|26.15|26.15
STORE_002|ITM_BOT_0005|Regular|0|2024-04-25 00:00:00|5|163.7|409.25|409.25
STORE_001|ITM_BAS_0001|Regular|0|2024-04-26 00:00:00|17|140.08|350.37|350.37
STORE_001|ITM_BAS_0002|Regular|0|2024-04-26 00:00:00|13|63.18|158.08|158.08
STORE_001|ITM_TOP_0003|Regular|0|2024-04-26 00:00:00|9|97.02|255.33|255.33
STORE_001|ITM_TOP_0004|Regular|0|2024-04-26 00:00:00|7|69.58|183.05|183.05
STORE_002|ITM_BAS_0001|Regular|0|2024-04-26 00:00:00|19|156.56|391.59|391.59
STORE_002|ITM_BAS_0002|Regular|0|2024-04-26 00:00:00|25|121.5|304.0|304.0
STORE_002|ITM_TOP_0003|Regular|0|2024-04-26 00:00:00|5|53.9|141.85|141.85
STORE_002|ITM_TOP_0004|Regular|0|2024-04-26 00:00:00|6|59.64|156.9|156.9
STORE_001|ITM_BAS_0001|Regular|0|2024-04-27 00:00:00|17|140.08|350.37|350.37
STORE_001|ITM_BAS_0002|Regular|0|2024-04-27 00:00:00|15|72.9|182.4|182.4
STORE_001|ITM_TOP_0003|Regular|0|2024-04-27 00:00:00|14|150.92|397.18|397.18
STORE_001|ITM_TOP_0004|Regular|0|2024-04-27 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-27 00:00:00|1|32.74|81.85|81.85
STORE_002|ITM_BAS_0001|Regular|0|2024-04-27 00:00:00|12|98.88|247.32|247.32
STORE_002|ITM_BAS_0002|Regular|0|2024-04-27 00:00:00|16|77.76|194.56|194.56
STORE_002|ITM_TOP_0003|Regular|0|2024-04-27 00:00:00|3|32.34|85.11|85.11
STORE_002|ITM_TOP_0004|Regular|0|2024-04-27 00:00:00|6|59.64|156.9|156.9
STORE_002|ITM_BOT_0005|Regular|0|2024-04-27 00:00:00|3|98.22|245.55|245.55
STORE_001|ITM_BAS_0001|Regular|0|2024-04-28 00:00:00|19|156.56|391.59|391.59
STORE_001|ITM_BAS_0002|Regular|0|2024-04-28 00:00:00|10|48.6|121.6|121.6
STORE_001|ITM_TOP_0003|Regular|0|2024-04-28 00:00:00|7|75.46|198.59|198.59
STORE_001|ITM_TOP_0004|Regular|0|2024-04-28 00:00:00|2|19.88|52.3|52.3
STORE_001|ITM_BOT_0005|Regular|0|2024-04-28 00:00:00|1|32.74|81.85|81.85
STORE_002|ITM_BAS_0001|Regular|0|2024-04-28 00:00:00|8|65.92|164.88|164.88
STORE_002|ITM_BAS_0002|Regular|0|2024-04-28 00:00:00|7|34.02|85.12|85.12
STORE_002|ITM_TOP_0003|Regular|0|2024-04-28 00:00:00|8|86.24|226.96|226.96
STORE_002|ITM_TOP_0004|Regular|0|2024-04-28 00:00:00|2|19.88|52.3|52.3
STORE_002|ITM_BOT_0005|Regular|0|2024-04-28 00:00:00|3|98.22|245.55|245.55
