Date|SiteCode|ItemCode|StockBefore|Demand|Delivered|UnmetDemand|StockLeft|DCShipQty|RuleLabel
2024-04-05 00:00:00|STORE_002|ITM_CHIPS_8OZ|265|60|60|0|205|10|POTATO_CHIPS_STORY
2024-04-05 00:00:00|STORE_002|ITM_JEANS_BLUE_30|59|7|7|0|52|0|
2024-04-05 00:00:00|STORE_002|ITM_JEANS_BLUE_32|63|8|8|0|55|0|
2024-04-05 00:00:00|STORE_002|ITM_JEANS_BLUE_34|30|3|3|0|27|0|
2024-04-05 00:00:00|STORE_002|ITM_TEE_BASIC_M|27|1|1|0|26|0|
2024-04-06 00:00:00|STORE_001|ITM_CHIPS_8OZ|215|60|60|0|155|10|POTATO_CHIPS_STORY
2024-04-06 00:00:00|STORE_001|ITM_JEANS_BLUE_30|42|6|6|0|36|9|
2024-04-06 00:00:00|STORE_001|ITM_JEANS_BLUE_32|30|4|4|0|26|5|
2024-04-06 00:00:00|STORE_001|ITM_JEANS_BLUE_34|31|1|1|0|30|0|
2024-04-06 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|3|3|0|20|1|
2024-04-06 00:00:00|STORE_002|ITM_CHIPS_8OZ|215|60|60|0|155|10|POTATO_CHIPS_STORY
2024-04-06 00:00:00|STORE_002|ITM_JEANS_BLUE_30|58|7|7|0|51|6|
2024-04-06 00:00:00|STORE_002|ITM_JEANS_BLUE_32|55|3|3|0|52|0|
2024-04-06 00:00:00|STORE_002|ITM_JEANS_BLUE_34|30|3|3|0|27|3|
2024-04-06 00:00:00|STORE_002|ITM_TEE_BASIC_M|26|2|2|0|24|0|
2024-04-07 00:00:00|STORE_001|ITM_CHIPS_8OZ|180|45|45|0|135|25|POTATO_CHIPS_STORY
2024-04-07 00:00:00|STORE_001|ITM_JEANS_BLUE_30|39|2|2|0|37|3|
2024-04-07 00:00:00|STORE_001|ITM_JEANS_BLUE_32|31|4|4|0|27|5|
2024-04-07 00:00:00|STORE_001|ITM_JEANS_BLUE_34|32|4|4|0|28|2|
2024-04-07 00:00:00|STORE_001|ITM_TEE_BASIC_M|24|3|3|0|21|4|
2024-04-07 00:00:00|STORE_002|ITM_CHIPS_8OZ|180|45|45|0|135|25|POTATO_CHIPS_STORY
2024-04-07 00:00:00|STORE_002|ITM_JEANS_BLUE_30|53|2|2|0|51|2|
2024-04-07 00:00:00|STORE_002|ITM_JEANS_BLUE_32|52|2|2|0|50|0|
2024-04-07 00:00:00|STORE_002|ITM_JEANS_BLUE_34|32|3|3|0|29|5|
2024-04-07 00:00:00|STORE_002|ITM_TEE_BASIC_M|24|1|1|0|23|0|
2024-04-08 00:00:00|STORE_001|ITM_CHIPS_8OZ|315|15|15|0|300|180|
2024-04-08 00:00:00|STORE_001|ITM_JEANS_BLUE_30|39|4|4|0|35|2|
2024-04-08 00:00:00|STORE_001|ITM_JEANS_BLUE_32|33|4|4|0|29|6|
2024-04-08 00:00:00|STORE_001|ITM_JEANS_BLUE_34|32|2|2|0|30|4|
2024-04-08 00:00:00|STORE_001|ITM_TEE_BASIC_M|24|2|2|0|22|3|
2024-04-08 00:00:00|STORE_002|ITM_CHIPS_8OZ|312|12|12|0|300|177|
2024-04-08 00:00:00|STORE_002|ITM_JEANS_BLUE_30|59|10|10|0|49|8|
2024-04-08 00:00:00|STORE_002|ITM_JEANS_BLUE_32|50|7|7|0|43|0|
2024-04-08 00:00:00|STORE_002|ITM_JEANS_BLUE_34|29|0|0|0|29|0|
2024-04-08 00:00:00|STORE_002|ITM_TEE_BASIC_M|23|2|2|0|21|0|
2024-04-09 00:00:00|STORE_001|ITM_CHIPS_8OZ|300|11|11|0|289|0|
2024-04-09 00:00:00|STORE_001|ITM_JEANS_BLUE_30|41|6|6|0|35|6|
2024-04-09 00:00:00|STORE_001|ITM_JEANS_BLUE_32|31|2|2|0|29|2|
2024-04-09 00:00:00|STORE_001|ITM_JEANS_BLUE_34|33|3|3|0|30|3|
2024-04-09 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|2|2|0|21|1|
2024-04-09 00:00:00|STORE_002|ITM_CHIPS_8OZ|300|10|10|0|290|0|
2024-04-09 00:00:00|STORE_002|ITM_JEANS_BLUE_30|56|3|3|0|53|7|
2024-04-09 00:00:00|STORE_002|ITM_JEANS_BLUE_32|52|7|7|0|45|9|
2024-04-09 00:00:00|STORE_002|ITM_JEANS_BLUE_34|30|3|3|0|27|1|
2024-04-09 00:00:00|STORE_002|ITM_TEE_BASIC_M|23|3|3|0|20|2|
2024-04-10 00:00:00|STORE_001|ITM_CHIPS_8OZ|289|8|8|0|281|0|
2024-04-10 00:00:00|STORE_001|ITM_JEANS_BLUE_30|41|4|4|0|37|6|
2024-04-10 00:00:00|STORE_001|ITM_JEANS_BLUE_32|31|3|3|0|28|2|
2024-04-10 00:00:00|STORE_001|ITM_JEANS_BLUE_34|32|2|2|0|30|2|
2024-04-10 00:00:00|STORE_001|ITM_TEE_BASIC_M|24|3|3|0|21|3|
2024-04-10 00:00:00|STORE_002|ITM_CHIPS_8OZ|290|16|16|0|274|0|
2024-04-10 00:00:00|STORE_002|ITM_JEANS_BLUE_30|57|7|7|0|50|4|
2024-04-10 00:00:00|STORE_002|ITM_JEANS_BLUE_32|50|3|3|0|47|5|
2024-04-10 00:00:00|STORE_002|ITM_JEANS_BLUE_34|28|1|1|0|27|1|
2024-04-10 00:00:00|STORE_002|ITM_TEE_BASIC_M|24|3|3|0|21|4|
2024-04-11 00:00:00|STORE_001|ITM_CHIPS_8OZ|281|10|10|0|271|0|
2024-04-11 00:00:00|STORE_001|ITM_JEANS_BLUE_30|43|6|6|0|37|6|
2024-04-11 00:00:00|STORE_001|ITM_JEANS_BLUE_32|30|2|2|0|28|2|
2024-04-11 00:00:00|STORE_001|ITM_JEANS_BLUE_34|32|2|2|0|30|2|
2024-04-11 00:00:00|STORE_001|ITM_TEE_BASIC_M|22|0|0|0|22|1|
2024-04-11 00:00:00|STORE_002|ITM_CHIPS_8OZ|274|10|10|0|264|0|
2024-04-11 00:00:00|STORE_002|ITM_JEANS_BLUE_30|59|8|8|0|51|9|
2024-04-11 00:00:00|STORE_002|ITM_JEANS_BLUE_32|48|3|3|0|45|1|
2024-04-11 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|6|6|0|27|6|
2024-04-11 00:00:00|STORE_002|ITM_TEE_BASIC_M|25|3|3|0|22|4|
2024-04-12 00:00:00|STORE_001|ITM_CHIPS_8OZ|271|11|11|0|260|0|
2024-04-12 00:00:00|STORE_001|ITM_JEANS_BLUE_30|44|6|6|0|38|7|
2024-04-12 00:00:00|STORE_001|ITM_JEANS_BLUE_32|32|5|5|0|27|4|
2024-04-12 00:00:00|STORE_001|ITM_JEANS_BLUE_34|32|2|2|0|30|2|
2024-04-12 00:00:00|STORE_001|ITM_TEE_BASIC_M|22|2|2|0|20|0|
2024-04-12 00:00:00|STORE_002|ITM_CHIPS_8OZ|264|13|13|0|251|0|
2024-04-12 00:00:00|STORE_002|ITM_JEANS_BLUE_30|62|9|9|0|53|11|
2024-04-12 00:00:00|STORE_002|ITM_JEANS_BLUE_32|47|3|3|0|44|2|
2024-04-12 00:00:00|STORE_002|ITM_JEANS_BLUE_34|31|1|1|0|30|4|
2024-04-12 00:00:00|STORE_002|ITM_TEE_BASIC_M|24|2|2|0|22|2|
2024-04-13 00:00:00|STORE_001|ITM_CHIPS_8OZ|260|8|8|0|252|0|
2024-04-13 00:00:00|STORE_001|ITM_JEANS_BLUE_30|44|4|4|0|40|6|
2024-04-13 00:00:00|STORE_001|ITM_JEANS_BLUE_32|35|7|7|0|28|8|
2024-04-13 00:00:00|STORE_001|ITM_JEANS_BLUE_34|30|1|1|0|29|0|
2024-04-13 00:00:00|STORE_001|ITM_TEE_BASIC_M|22|2|2|0|20|2|
2024-04-13 00:00:00|STORE_002|ITM_CHIPS_8OZ|251|17|17|0|234|0|
2024-04-13 00:00:00|STORE_002|ITM_JEANS_BLUE_30|62|6|6|0|56|9|
2024-04-13 00:00:00|STORE_002|ITM_JEANS_BLUE_32|45|2|2|0|43|1|
2024-04-13 00:00:00|STORE_002|ITM_JEANS_BLUE_34|31|2|2|0|29|1|
2024-04-13 00:00:00|STORE_002|ITM_TEE_BASIC_M|25|3|3|0|22|3|
2024-04-14 00:00:00|STORE_001|ITM_CHIPS_8OZ|252|9|9|0|243|0|
2024-04-14 00:00:00|STORE_001|ITM_JEANS_BLUE_30|43|3|3|0|40|3|
2024-04-14 00:00:00|STORE_001|ITM_JEANS_BLUE_32|34|3|3|0|31|6|
2024-04-14 00:00:00|STORE_001|ITM_JEANS_BLUE_34|30|2|2|0|28|1|
2024-04-14 00:00:00|STORE_001|ITM_TEE_BASIC_M|21|2|2|0|19|1|
2024-04-14 00:00:00|STORE_002|ITM_CHIPS_8OZ|234|10|10|0|224|0|
2024-04-14 00:00:00|STORE_002|ITM_JEANS_BLUE_30|61|5|5|0|56|5|
2024-04-14 00:00:00|STORE_002|ITM_JEANS_BLUE_32|45|5|5|0|40|2|
2024-04-14 00:00:00|STORE_002|ITM_JEANS_BLUE_34|34|5|5|0|29|5|
2024-04-14 00:00:00|STORE_002|ITM_TEE_BASIC_M|26|5|5|0|21|4|
2024-04-15 00:00:00|STORE_001|ITM_CHIPS_8OZ|243|9|9|0|234|0|
2024-04-15 00:00:00|STORE_001|ITM_JEANS_BLUE_30|45|7|7|0|38|5|
2024-04-15 00:00:00|STORE_001|ITM_JEANS_BLUE_32|33|1|1|0|32|2|
2024-04-15 00:00:00|STORE_001|ITM_JEANS_BLUE_34|32|4|4|0|28|4|
2024-04-15 00:00:00|STORE_001|ITM_TEE_BASIC_M|21|1|1|0|20|2|
2024-04-15 00:00:00|STORE_002|ITM_CHIPS_8OZ|224|16|16|0|208|0|
2024-04-15 00:00:00|STORE_002|ITM_JEANS_BLUE_30|60|5|5|0|55|4|
2024-04-15 00:00:00|STORE_002|ITM_JEANS_BLUE_32|47|8|8|0|39|7|
2024-04-15 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|1|1|0|32|4|
2024-04-15 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|5|5|0|23|7|
2024-04-16 00:00:00|STORE_001|ITM_CHIPS_8OZ|234|5|5|0|229|0|
2024-04-16 00:00:00|STORE_001|ITM_JEANS_BLUE_30|43|2|2|0|41|5|
2024-04-16 00:00:00|STORE_001|ITM_JEANS_BLUE_32|32|2|2|0|30|0|
2024-04-16 00:00:00|STORE_001|ITM_JEANS_BLUE_34|30|0|0|0|30|2|
2024-04-16 00:00:00|STORE_001|ITM_TEE_BASIC_M|20|1|1|0|19|0|
2024-04-16 00:00:00|STORE_002|ITM_CHIPS_8OZ|208|22|22|0|186|0|
2024-04-16 00:00:00|STORE_002|ITM_JEANS_BLUE_30|58|3|3|0|55|3|
2024-04-16 00:00:00|STORE_002|ITM_JEANS_BLUE_32|46|3|3|0|43|7|
2024-04-16 00:00:00|STORE_002|ITM_JEANS_BLUE_34|32|2|2|0|30|0|
2024-04-16 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|3|3|0|25|5|
2024-04-17 00:00:00|STORE_001|ITM_CHIPS_8OZ|229|5|5|0|224|0|
2024-04-17 00:00:00|STORE_001|ITM_JEANS_BLUE_30|43|4|4|0|39|2|
2024-04-17 00:00:00|STORE_001|ITM_JEANS_BLUE_32|34|6|6|0|28|4|
2024-04-17 00:00:00|STORE_001|ITM_JEANS_BLUE_34|30|2|2|0|28|0|
2024-04-17 00:00:00|STORE_001|ITM_TEE_BASIC_M|20|2|2|0|18|1|
2024-04-17 00:00:00|STORE_002|ITM_CHIPS_8OZ|199|13|13|0|186|13|
2024-04-17 00:00:00|STORE_002|ITM_JEANS_BLUE_30|59|7|7|0|52|4|
2024-04-17 00:00:00|STORE_002|ITM_JEANS_BLUE_32|45|2|2|0|43|2|
2024-04-17 00:00:00|STORE_002|ITM_JEANS_BLUE_34|35|5|5|0|30|5|
2024-04-17 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|2|2|0|26|3|
2024-04-18 00:00:00|STORE_001|ITM_CHIPS_8OZ|224|13|13|0|211|0|
2024-04-18 00:00:00|STORE_001|ITM_JEANS_BLUE_30|44|6|6|0|38|5|
2024-04-18 00:00:00|STORE_001|ITM_JEANS_BLUE_32|35|6|6|0|29|7|
2024-04-18 00:00:00|STORE_001|ITM_JEANS_BLUE_34|29|1|1|0|28|1|
2024-04-18 00:00:00|STORE_001|ITM_TEE_BASIC_M|21|4|4|0|17|3|
2024-04-18 00:00:00|STORE_002|ITM_CHIPS_8OZ|194|16|16|0|178|8|
2024-04-18 00:00:00|STORE_002|ITM_JEANS_BLUE_30|61|9|9|0|52|9|
2024-04-18 00:00:00|STORE_002|ITM_JEANS_BLUE_32|46|7|7|0|39|3|
2024-04-18 00:00:00|STORE_002|ITM_JEANS_BLUE_34|35|3|3|0|32|5|
2024-04-18 00:00:00|STORE_002|ITM_TEE_BASIC_M|27|1|1|0|26|1|
2024-04-19 00:00:00|STORE_001|ITM_CHIPS_8OZ|211|6|6|0|205|0|
2024-04-19 00:00:00|STORE_001|ITM_JEANS_BLUE_30|46|8|8|0|38|8|
2024-04-19 00:00:00|STORE_001|ITM_JEANS_BLUE_32|36|5|5|0|31|7|
2024-04-19 00:00:00|STORE_001|ITM_JEANS_BLUE_34|28|1|1|0|27|0|
2024-04-19 00:00:00|STORE_001|ITM_TEE_BASIC_M|22|4|4|0|18|5|
2024-04-19 00:00:00|STORE_002|ITM_CHIPS_8OZ|190|17|17|0|173|12|
2024-04-19 00:00:00|STORE_002|ITM_JEANS_BLUE_30|63|10|10|0|53|11|
2024-04-19 00:00:00|STORE_002|ITM_JEANS_BLUE_32|48|8|8|0|40|9|
2024-04-19 00:00:00|STORE_002|ITM_JEANS_BLUE_34|34|1|1|0|33|2|
2024-04-19 00:00:00|STORE_002|ITM_TEE_BASIC_M|27|3|3|0|24|1|
2024-04-20 00:00:00|STORE_001|ITM_CHIPS_8OZ|205|11|11|0|194|0|
2024-04-20 00:00:00|STORE_001|ITM_JEANS_BLUE_30|46|5|5|0|41|8|
2024-04-20 00:00:00|STORE_001|ITM_JEANS_BLUE_32|37|6|6|0|31|6|
2024-04-20 00:00:00|STORE_001|ITM_JEANS_BLUE_34|29|4|4|0|25|2|
2024-04-20 00:00:00|STORE_001|ITM_TEE_BASIC_M|22|2|2|0|20|4|
2024-04-20 00:00:00|STORE_002|ITM_CHIPS_8OZ|187|17|17|0|170|14|
2024-04-20 00:00:00|STORE_002|ITM_JEANS_BLUE_30|64|9|9|0|55|11|
2024-04-20 00:00:00|STORE_002|ITM_JEANS_BLUE_32|48|5|5|0|43|8|
2024-04-20 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|0|0|0|33|0|
2024-04-20 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|5|5|0|23|4|
2024-04-21 00:00:00|STORE_001|ITM_CHIPS_8OZ|194|6|6|0|188|0|
2024-04-21 00:00:00|STORE_001|ITM_JEANS_BLUE_30|45|2|2|0|43|4|
2024-04-21 00:00:00|STORE_001|ITM_JEANS_BLUE_32|38|5|5|0|33|7|
2024-04-21 00:00:00|STORE_001|ITM_JEANS_BLUE_34|29|2|2|0|27|4|
2024-04-21 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|5|5|0|18|3|
2024-04-21 00:00:00|STORE_002|ITM_CHIPS_8OZ|183|15|15|0|168|13|
2024-04-21 00:00:00|STORE_002|ITM_JEANS_BLUE_30|63|5|5|0|58|8|
2024-04-21 00:00:00|STORE_002|ITM_JEANS_BLUE_32|47|3|3|0|44|4|
2024-04-21 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|1|1|0|32|0|
2024-04-21 00:00:00|STORE_002|ITM_TEE_BASIC_M|29|5|5|0|24|6|
2024-04-22 00:00:00|STORE_001|ITM_CHIPS_8OZ|188|12|12|0|176|0|
2024-04-22 00:00:00|STORE_001|ITM_JEANS_BLUE_30|44|3|3|0|41|1|
2024-04-22 00:00:00|STORE_001|ITM_JEANS_BLUE_32|36|1|1|0|35|3|
2024-04-22 00:00:00|STORE_001|ITM_JEANS_BLUE_34|29|2|2|0|27|2|
2024-04-22 00:00:00|STORE_001|ITM_TEE_BASIC_M|24|3|3|0|21|6|
2024-04-22 00:00:00|STORE_002|ITM_CHIPS_8OZ|177|8|8|0|169|9|
2024-04-22 00:00:00|STORE_002|ITM_JEANS_BLUE_30|63|5|5|0|58|5|
2024-04-22 00:00:00|STORE_002|ITM_JEANS_BLUE_32|46|3|3|0|43|2|
2024-04-22 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|5|5|0|28|1|
2024-04-22 00:00:00|STORE_002|ITM_TEE_BASIC_M|29|3|3|0|26|5|
2024-04-23 00:00:00|STORE_001|ITM_CHIPS_8OZ|176|10|10|0|166|0|
2024-04-23 00:00:00|STORE_001|ITM_JEANS_BLUE_30|44|5|5|0|39|3|
2024-04-23 00:00:00|STORE_001|ITM_JEANS_BLUE_32|37|5|5|0|32|2|
2024-04-23 00:00:00|STORE_001|ITM_JEANS_BLUE_34|28|0|0|0|28|1|
2024-04-23 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|2|2|0|21|2|
2024-04-23 00:00:00|STORE_002|ITM_CHIPS_8OZ|173|10|10|0|163|4|
2024-04-23 00:00:00|STORE_002|ITM_JEANS_BLUE_30|64|9|9|0|55|6|
2024-04-23 00:00:00|STORE_002|ITM_JEANS_BLUE_32|46|3|3|0|43|3|
2024-04-23 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|2|2|0|31|5|
2024-04-23 00:00:00|STORE_002|ITM_TEE_BASIC_M|29|3|3|0|26|3|
2024-04-24 00:00:00|STORE_001|ITM_CHIPS_8OZ|166|8|8|0|158|0|
2024-04-24 00:00:00|STORE_001|ITM_JEANS_BLUE_30|45|5|5|0|40|6|
2024-04-24 00:00:00|STORE_001|ITM_JEANS_BLUE_32|38|5|5|0|33|6|
2024-04-24 00:00:00|STORE_001|ITM_JEANS_BLUE_34|28|1|1|0|27|0|
2024-04-24 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|2|2|0|21|2|
2024-04-24 00:00:00|STORE_002|ITM_CHIPS_8OZ|171|19|19|0|152|8|
2024-04-24 00:00:00|STORE_002|ITM_JEANS_BLUE_30|65|9|9|0|56|10|
2024-04-24 00:00:00|STORE_002|ITM_JEANS_BLUE_32|46|6|6|0|40|3|
2024-04-24 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|3|3|0|30|2|
2024-04-24 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|1|1|0|27|2|
2024-04-25 00:00:00|STORE_001|ITM_CHIPS_8OZ|158|10|10|0|148|0|
2024-04-25 00:00:00|STORE_001|ITM_JEANS_BLUE_30|45|6|6|0|39|5|
2024-04-25 00:00:00|STORE_001|ITM_JEANS_BLUE_32|37|2|2|0|35|4|
2024-04-25 00:00:00|STORE_001|ITM_JEANS_BLUE_34|29|4|4|0|25|2|
2024-04-25 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|1|1|0|22|2|
2024-04-25 00:00:00|STORE_002|ITM_CHIPS_8OZ|166|8|8|0|158|14|
2024-04-25 00:00:00|STORE_002|ITM_JEANS_BLUE_30|65|7|7|0|58|9|
2024-04-25 00:00:00|STORE_002|ITM_JEANS_BLUE_32|46|5|5|0|41|6|
2024-04-25 00:00:00|STORE_002|ITM_JEANS_BLUE_34|35|5|5|0|30|5|
2024-04-25 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|2|2|0|26|1|
2024-04-26 00:00:00|STORE_001|ITM_CHIPS_8OZ|148|12|12|0|136|0|
2024-04-26 00:00:00|STORE_001|ITM_JEANS_BLUE_30|45|4|4|0|41|6|
2024-04-26 00:00:00|STORE_001|ITM_JEANS_BLUE_32|37|4|4|0|33|2|
2024-04-26 00:00:00|STORE_001|ITM_JEANS_BLUE_34|28|1|1|0|27|3|
2024-04-26 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|3|3|0|20|1|
2024-04-26 00:00:00|STORE_002|ITM_CHIPS_8OZ|165|20|20|0|145|7|
2024-04-26 00:00:00|STORE_002|ITM_JEANS_BLUE_30|65|6|6|0|59|7|
2024-04-26 00:00:00|STORE_002|ITM_JEANS_BLUE_32|47|7|7|0|40|6|
2024-04-26 00:00:00|STORE_002|ITM_JEANS_BLUE_34|35|3|3|0|32|5|
2024-04-26 00:00:00|STORE_002|ITM_TEE_BASIC_M|28|2|2|0|26|2|
2024-04-27 00:00:00|STORE_001|ITM_CHIPS_8OZ|139|12|12|0|127|3|
2024-04-27 00:00:00|STORE_001|ITM_JEANS_BLUE_30|46|6|6|0|40|5|
2024-04-27 00:00:00|STORE_001|ITM_JEANS_BLUE_32|36|1|1|0|35|3|
2024-04-27 00:00:00|STORE_001|ITM_JEANS_BLUE_34|28|2|2|0|26|1|
2024-04-27 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|2|2|0|21|3|
2024-04-27 00:00:00|STORE_002|ITM_CHIPS_8OZ|163|13|13|0|150|18|
2024-04-27 00:00:00|STORE_002|ITM_JEANS_BLUE_30|66|10|10|0|56|7|
2024-04-27 00:00:00|STORE_002|ITM_JEANS_BLUE_32|49|8|8|0|41|9|
2024-04-27 00:00:00|STORE_002|ITM_JEANS_BLUE_34|35|2|2|0|33|3|
2024-04-27 00:00:00|STORE_002|ITM_TEE_BASIC_M|27|1|1|0|26|1|
2024-04-28 00:00:00|STORE_001|ITM_CHIPS_8OZ|137|13|13|0|124|10|
2024-04-28 00:00:00|STORE_001|ITM_JEANS_BLUE_30|46|6|6|0|40|6|
2024-04-28 00:00:00|STORE_001|ITM_JEANS_BLUE_32|36|5|5|0|31|1|
2024-04-28 00:00:00|STORE_001|ITM_JEANS_BLUE_34|28|3|3|0|25|2|
2024-04-28 00:00:00|STORE_001|ITM_TEE_BASIC_M|23|2|2|0|21|2|
2024-04-28 00:00:00|STORE_002|ITM_CHIPS_8OZ|159|8|8|0|151|9|
2024-04-28 00:00:00|STORE_002|ITM_JEANS_BLUE_30|68|10|10|0|58|12|
2024-04-28 00:00:00|STORE_002|ITM_JEANS_BLUE_32|47|2|2|0|45|6|
2024-04-28 00:00:00|STORE_002|ITM_JEANS_BLUE_34|33|0|0|0|33|0|
2024-04-28 00:00:00|STORE_002|ITM_TEE_BASIC_M|27|2|2|0|25|1|
