PurchaseOrderNumber|PurchaseOrderLineNumber|SiteCode|ItemCode|EstimatedReceiptDate|OrderedQuantity|OrderLineStatusIndicator|SupplierCode|CurrencyCode|IBTSiteCode|OutstandingQuantity|CostPerUnit
PO_CLOTH01_20241001_DC_01_IBT_000001|21|STORE_001|ITM_BOT_0023|2024-10-01 00:00:00|93|Delivered||USD|DC_01|0|14.71
PO_CLOTH01_20241001_DC_01_IBT_000001|22|STORE_001|ITM_BOT_0024|2024-10-01 00:00:00|33|Delivered||USD|DC_01|0|35.73
PO_CLOTH01_20241001_DC_01_IBT_000001|23|STORE_001|ITM_BOT_0025|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|28.9
PO_CLOTH01_20241001_DC_01_IBT_000001|24|STORE_001|ITM_BOT_0026|2024-10-01 00:00:00|27|Delivered||USD|DC_01|0|34.6
PO_CLOTH01_20241001_DC_01_IBT_000001|25|STORE_001|ITM_BOT_0027|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|32.43
PO_CLOTH01_20241001_DC_01_IBT_000001|26|STORE_001|ITM_BOT_0028|2024-10-01 00:00:00|63|Delivered||USD|DC_01|0|27.02
PO_CLOTH01_20241001_DC_01_IBT_000001|27|STORE_001|ITM_BOT_0029|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|39.25
PO_CLOTH01_20241001_DC_01_IBT_000001|28|STORE_001|ITM_BOT_0030|2024-10-01 00:00:00|31|Delivered||USD|DC_01|0|22.6
PO_CLOTH01_20241001_DC_01_IBT_000001|29|STORE_001|ITM_BOT_0031|2024-10-01 00:00:00|10|Delivered||USD|DC_01|0|27.46
PO_CLOTH01_20241001_DC_01_IBT_000001|30|STORE_001|ITM_FOO_0033|2024-10-01 00:00:00|11|Delivered||USD|DC_01|0|45.38
PO_CLOTH01_20241001_DC_01_IBT_000001|31|STORE_001|ITM_FOO_0034|2024-10-01 00:00:00|16|Delivered||USD|DC_01|0|56.61
PO_CLOTH01_20241001_DC_01_IBT_000001|32|STORE_001|ITM_FOO_0035|2024-10-01 00:00:00|7|Delivered||USD|DC_01|0|43.47
PO_CLOTH01_20241001_DC_01_IBT_000001|33|STORE_001|ITM_FOO_0037|2024-10-01 00:00:00|9|Delivered||USD|DC_01|0|18.92
PO_CLOTH01_20241001_DC_01_IBT_000001|34|STORE_001|ITM_FOO_0038|2024-10-01 00:00:00|16|Delivered||USD|DC_01|0|27.33
PO_CLOTH01_20241001_DC_01_IBT_000001|35|STORE_001|ITM_OUT_0041|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|59.04
PO_CLOTH01_20241001_DC_01_IBT_000001|36|STORE_001|ITM_OUT_0044|2024-10-01 00:00:00|6|Delivered||USD|DC_01|0|98.93
PO_CLOTH01_20241001_DC_01_IBT_000001|37|STORE_001|ITM_OUT_0045|2024-10-01 00:00:00|12|Delivered||USD|DC_01|0|72.12
PO_CLOTH01_20241001_DC_01_IBT_000002|1|STORE_002|ITM_BAS_0001|2024-10-01 00:00:00|31|Delivered||USD|DC_01|0|7.8
PO_CLOTH01_20241001_DC_01_IBT_000002|2|STORE_002|ITM_BAS_0002|2024-10-01 00:00:00|6|Delivered||USD|DC_01|0|9.27
PO_CLOTH01_20241001_DC_01_IBT_000002|3|STORE_002|ITM_BAS_0006|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|4.69
PO_CLOTH01_20241001_DC_01_IBT_000002|4|STORE_002|ITM_BAS_0009|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|4.55
PO_CLOTH01_20241001_DC_01_IBT_000002|5|STORE_002|ITM_TOP_0011|2024-10-01 00:00:00|8|Delivered||USD|DC_01|0|20.03
PO_CLOTH01_20241001_DC_01_IBT_000002|6|STORE_002|ITM_TOP_0012|2024-10-01 00:00:00|9|Delivered||USD|DC_01|0|12.63
PO_CLOTH01_20241001_DC_01_IBT_000002|7|STORE_002|ITM_TOP_0013|2024-10-01 00:00:00|67|Delivered||USD|DC_01|0|21.04
PO_CLOTH01_20241001_DC_01_IBT_000002|8|STORE_002|ITM_TOP_0014|2024-10-01 00:00:00|45|Delivered||USD|DC_01|0|26.06
PO_CLOTH01_20241001_DC_01_IBT_000002|9|STORE_002|ITM_TOP_0015|2024-10-01 00:00:00|60|Delivered||USD|DC_01|0|7.75
PO_CLOTH01_20241001_DC_01_IBT_000002|10|STORE_002|ITM_TOP_0016|2024-10-01 00:00:00|69|Delivered||USD|DC_01|0|25.97
PO_CLOTH01_20241001_DC_01_IBT_000002|11|STORE_002|ITM_TOP_0018|2024-10-01 00:00:00|6|Delivered||USD|DC_01|0|15.36
PO_CLOTH01_20241001_DC_01_IBT_000002|12|STORE_002|ITM_TOP_0020|2024-10-01 00:00:00|35|Delivered||USD|DC_01|0|29.42
PO_CLOTH01_20241001_DC_01_IBT_000002|13|STORE_002|ITM_TOP_0021|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|15.28
PO_CLOTH01_20241001_DC_01_IBT_000002|14|STORE_002|ITM_TOP_0022|2024-10-01 00:00:00|1|Delivered||USD|DC_01|0|9.71
PO_CLOTH01_20241001_DC_01_IBT_000002|15|STORE_002|ITM_BOT_0023|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|14.71
PO_CLOTH01_20241001_DC_01_IBT_000002|16|STORE_002|ITM_BOT_0024|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|35.73
PO_CLOTH01_20241001_DC_01_IBT_000002|17|STORE_002|ITM_BOT_0025|2024-10-01 00:00:00|45|Delivered||USD|DC_01|0|28.9
PO_CLOTH01_20241001_DC_01_IBT_000002|18|STORE_002|ITM_BOT_0026|2024-10-01 00:00:00|7|Delivered||USD|DC_01|0|34.6
PO_CLOTH01_20241001_DC_01_IBT_000002|19|STORE_002|ITM_BOT_0028|2024-10-01 00:00:00|63|Delivered||USD|DC_01|0|27.02
PO_CLOTH01_20241001_DC_01_IBT_000002|20|STORE_002|ITM_BOT_0029|2024-10-01 00:00:00|5|Delivered||USD|DC_01|0|39.25
PO_CLOTH01_20241001_DC_01_IBT_000002|21|STORE_002|ITM_FOO_0034|2024-10-01 00:00:00|2|Delivered||USD|DC_01|0|56.61
PO_CLOTH01_20241001_DC_01_IBT_000002|22|STORE_002|ITM_FOO_0035|2024-10-01 00:00:00|35|Delivered||USD|DC_01|0|43.47
PO_CLOTH01_20241001_DC_01_IBT_000002|23|STORE_002|ITM_FOO_0037|2024-10-01 00:00:00|23|Delivered||USD|DC_01|0|18.92
PO_CLOTH01_20241001_DC_01_IBT_000002|24|STORE_002|ITM_FOO_0038|2024-10-01 00:00:00|2|Delivered||USD|DC_01|0|27.33
PO_CLOTH01_20241001_DC_01_IBT_000002|25|STORE_002|ITM_FOO_0040|2024-10-01 00:00:00|17|Delivered||USD|DC_01|0|20.49
PO_CLOTH01_20241001_DC_01_IBT_000002|26|STORE_002|ITM_OUT_0044|2024-10-01 00:00:00|6|Delivered||USD|DC_01|0|98.93
PO_CLOTH01_20241001_DC_01_IBT_000003|1|STORE_003|ITM_BAS_0003|2024-10-01 00:00:00|1|Delivered||USD|DC_01|0|3.79
PO_CLOTH01_20241001_DC_01_IBT_000003|2|STORE_003|ITM_BAS_0006|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|4.69
PO_CLOTH01_20241001_DC_01_IBT_000003|3|STORE_003|ITM_BAS_0007|2024-10-01 00:00:00|25|Delivered||USD|DC_01|0|6.64
PO_CLOTH01_20241001_DC_01_IBT_000003|4|STORE_003|ITM_TOP_0011|2024-10-01 00:00:00|8|Delivered||USD|DC_01|0|20.03
PO_CLOTH01_20241001_DC_01_IBT_000003|5|STORE_003|ITM_TOP_0012|2024-10-01 00:00:00|19|Delivered||USD|DC_01|0|12.63
PO_CLOTH01_20241001_DC_01_IBT_000003|6|STORE_003|ITM_TOP_0013|2024-10-01 00:00:00|27|Delivered||USD|DC_01|0|21.04
PO_CLOTH01_20241001_DC_01_IBT_000003|7|STORE_003|ITM_TOP_0014|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|26.06
PO_CLOTH01_20241001_DC_01_IBT_000003|8|STORE_003|ITM_TOP_0016|2024-10-01 00:00:00|39|Delivered||USD|DC_01|0|25.97
PO_CLOTH01_20241001_DC_01_IBT_000003|9|STORE_003|ITM_TOP_0017|2024-10-01 00:00:00|47|Delivered||USD|DC_01|0|23.52
PO_CLOTH01_20241001_DC_01_IBT_000003|10|STORE_003|ITM_TOP_0018|2024-10-01 00:00:00|6|Delivered||USD|DC_01|0|15.36
PO_CLOTH01_20241001_DC_01_IBT_000003|11|STORE_003|ITM_TOP_0019|2024-10-01 00:00:00|30|Delivered||USD|DC_01|0|11.15
PO_CLOTH01_20241001_DC_01_IBT_000003|12|STORE_003|ITM_TOP_0021|2024-10-01 00:00:00|10|Delivered||USD|DC_01|0|15.28
PO_CLOTH01_20241001_DC_01_IBT_000003|13|STORE_003|ITM_TOP_0022|2024-10-01 00:00:00|1|Delivered||USD|DC_01|0|9.71
PO_CLOTH01_20241001_DC_01_IBT_000003|14|STORE_003|ITM_BOT_0023|2024-10-01 00:00:00|23|Delivered||USD|DC_01|0|14.71
PO_CLOTH01_20241001_DC_01_IBT_000003|15|STORE_003|ITM_BOT_0024|2024-10-01 00:00:00|53|Delivered||USD|DC_01|0|35.73
PO_CLOTH01_20241001_DC_01_IBT_000003|16|STORE_003|ITM_BOT_0025|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|28.9
PO_CLOTH01_20241001_DC_01_IBT_000003|17|STORE_003|ITM_BOT_0026|2024-10-01 00:00:00|7|Delivered||USD|DC_01|0|34.6
PO_CLOTH01_20241001_DC_01_IBT_000003|18|STORE_003|ITM_BOT_0027|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|32.43
PO_CLOTH01_20241001_DC_01_IBT_000003|19|STORE_003|ITM_BOT_0028|2024-10-01 00:00:00|33|Delivered||USD|DC_01|0|27.02
PO_CLOTH01_20241001_DC_01_IBT_000003|20|STORE_003|ITM_BOT_0029|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|39.25
PO_CLOTH01_20241001_DC_01_IBT_000003|21|STORE_003|ITM_BOT_0030|2024-10-01 00:00:00|1|Delivered||USD|DC_01|0|22.6
PO_CLOTH01_20241001_DC_01_IBT_000003|22|STORE_003|ITM_BOT_0031|2024-10-01 00:00:00|10|Delivered||USD|DC_01|0|27.46
PO_CLOTH01_20241001_DC_01_IBT_000003|23|STORE_003|ITM_BOT_0032|2024-10-01 00:00:00|41|Delivered||USD|DC_01|0|35.22
PO_CLOTH01_20241001_DC_01_IBT_000003|24|STORE_003|ITM_FOO_0034|2024-10-01 00:00:00|16|Delivered||USD|DC_01|0|56.61
PO_CLOTH01_20241001_DC_01_IBT_000003|25|STORE_003|ITM_FOO_0035|2024-10-01 00:00:00|7|Delivered||USD|DC_01|0|43.47
PO_CLOTH01_20241001_DC_01_IBT_000003|26|STORE_003|ITM_FOO_0036|2024-10-01 00:00:00|12|Delivered||USD|DC_01|0|49.35
PO_CLOTH01_20241001_DC_01_IBT_000003|27|STORE_003|ITM_FOO_0037|2024-10-01 00:00:00|9|Delivered||USD|DC_01|0|18.92
PO_CLOTH01_20241001_DC_01_IBT_000003|28|STORE_003|ITM_FOO_0038|2024-10-01 00:00:00|2|Delivered||USD|DC_01|0|27.33
PO_CLOTH01_20241001_DC_01_IBT_000004|1|STORE_004|ITM_BAS_0001|2024-10-01 00:00:00|45|Delivered||USD|DC_01|0|7.8
PO_CLOTH01_20241001_DC_01_IBT_000004|2|STORE_004|ITM_BAS_0002|2024-10-01 00:00:00|34|Delivered||USD|DC_01|0|9.27
PO_CLOTH01_20241001_DC_01_IBT_000004|3|STORE_004|ITM_BAS_0003|2024-10-01 00:00:00|29|Delivered||USD|DC_01|0|3.79
PO_CLOTH01_20241001_DC_01_IBT_000004|4|STORE_004|ITM_BAS_0004|2024-10-01 00:00:00|49|Delivered||USD|DC_01|0|6.07
PO_CLOTH01_20241001_DC_01_IBT_000004|5|STORE_004|ITM_BAS_0005|2024-10-01 00:00:00|55|Delivered||USD|DC_01|0|3.4
PO_CLOTH01_20241001_DC_01_IBT_000004|6|STORE_004|ITM_BAS_0006|2024-10-01 00:00:00|6|Delivered||USD|DC_01|0|4.69
PO_CLOTH01_20241001_DC_01_IBT_000004|7|STORE_004|ITM_BAS_0007|2024-10-01 00:00:00|11|Delivered||USD|DC_01|0|6.64
PO_CLOTH01_20241001_DC_01_IBT_000004|8|STORE_004|ITM_BAS_0010|2024-10-01 00:00:00|34|Delivered||USD|DC_01|0|7.62
PO_CLOTH01_20241001_DC_01_IBT_000004|9|STORE_004|ITM_TOP_0011|2024-10-01 00:00:00|18|Delivered||USD|DC_01|0|20.03
PO_CLOTH01_20241001_DC_01_IBT_000004|10|STORE_004|ITM_TOP_0012|2024-10-01 00:00:00|39|Delivered||USD|DC_01|0|12.63
PO_CLOTH01_20241001_DC_01_IBT_000004|11|STORE_004|ITM_TOP_0013|2024-10-01 00:00:00|27|Delivered||USD|DC_01|0|21.04
PO_CLOTH01_20241001_DC_01_IBT_000004|12|STORE_004|ITM_TOP_0014|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|26.06
PO_CLOTH01_20241001_DC_01_IBT_000004|13|STORE_004|ITM_TOP_0015|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|7.75
PO_CLOTH01_20241001_DC_01_IBT_000004|14|STORE_004|ITM_TOP_0016|2024-10-01 00:00:00|59|Delivered||USD|DC_01|0|25.97
PO_CLOTH01_20241001_DC_01_IBT_000004|15|STORE_004|ITM_TOP_0017|2024-10-01 00:00:00|47|Delivered||USD|DC_01|0|23.52
PO_CLOTH01_20241001_DC_01_IBT_000004|16|STORE_004|ITM_TOP_0019|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|11.15
PO_CLOTH01_20241001_DC_01_IBT_000004|17|STORE_004|ITM_TOP_0020|2024-10-01 00:00:00|25|Delivered||USD|DC_01|0|29.42
PO_CLOTH01_20241001_DC_01_IBT_000004|18|STORE_004|ITM_TOP_0021|2024-10-01 00:00:00|30|Delivered||USD|DC_01|0|15.28
PO_CLOTH01_20241001_DC_01_IBT_000004|19|STORE_004|ITM_TOP_0022|2024-10-01 00:00:00|21|Delivered||USD|DC_01|0|9.71
PO_CLOTH01_20241001_DC_01_IBT_000004|20|STORE_004|ITM_BOT_0023|2024-10-01 00:00:00|23|Delivered||USD|DC_01|0|14.71
PO_CLOTH01_20241001_DC_01_IBT_000004|21|STORE_004|ITM_BOT_0024|2024-10-01 00:00:00|23|Delivered||USD|DC_01|0|35.73
PO_CLOTH01_20241001_DC_01_IBT_000004|22|STORE_004|ITM_BOT_0025|2024-10-01 00:00:00|25|Delivered||USD|DC_01|0|28.9
PO_CLOTH01_20241001_DC_01_IBT_000004|23|STORE_004|ITM_BOT_0026|2024-10-01 00:00:00|7|Delivered||USD|DC_01|0|34.6
PO_CLOTH01_20241001_DC_01_IBT_000004|24|STORE_004|ITM_BOT_0027|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|32.43
PO_CLOTH01_20241001_DC_01_IBT_000004|25|STORE_004|ITM_BOT_0028|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|27.02
PO_CLOTH01_20241001_DC_01_IBT_000004|26|STORE_004|ITM_BOT_0030|2024-10-01 00:00:00|21|Delivered||USD|DC_01|0|22.6
PO_CLOTH01_20241001_DC_01_IBT_000004|27|STORE_004|ITM_FOO_0034|2024-10-01 00:00:00|2|Delivered||USD|DC_01|0|56.61
PO_CLOTH01_20241001_DC_01_IBT_000004|28|STORE_004|ITM_FOO_0036|2024-10-01 00:00:00|12|Delivered||USD|DC_01|0|49.35
PO_CLOTH01_20241001_DC_01_IBT_000004|29|STORE_004|ITM_FOO_0039|2024-10-01 00:00:00|23|Delivered||USD|DC_01|0|30.17
PO_CLOTH01_20241001_DC_01_IBT_000004|30|STORE_004|ITM_OUT_0041|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|59.04
PO_CLOTH01_20241001_DC_01_IBT_000005|1|STORE_005|ITM_BAS_0001|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|7.8
PO_CLOTH01_20241001_DC_01_IBT_000005|2|STORE_005|ITM_BAS_0002|2024-10-01 00:00:00|27|Delivered||USD|DC_01|0|9.27
PO_CLOTH01_20241001_DC_01_IBT_000005|3|STORE_005|ITM_BAS_0003|2024-10-01 00:00:00|1|Delivered||USD|DC_01|0|3.79
PO_CLOTH01_20241001_DC_01_IBT_000005|4|STORE_005|ITM_BAS_0004|2024-10-01 00:00:00|35|Delivered||USD|DC_01|0|6.07
PO_CLOTH01_20241001_DC_01_IBT_000005|5|STORE_005|ITM_BAS_0005|2024-10-01 00:00:00|27|Delivered||USD|DC_01|0|3.4
PO_CLOTH01_20241001_DC_01_IBT_000005|6|STORE_005|ITM_BAS_0008|2024-10-01 00:00:00|7|Delivered||USD|DC_01|0|3.38
PO_CLOTH01_20241001_DC_01_IBT_000005|7|STORE_005|ITM_BAS_0009|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|4.55
PO_CLOTH01_20241001_DC_01_IBT_000005|8|STORE_005|ITM_BAS_0010|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|7.62
PO_CLOTH01_20241001_DC_01_IBT_000005|9|STORE_005|ITM_TOP_0011|2024-10-01 00:00:00|8|Delivered||USD|DC_01|0|20.03
PO_CLOTH01_20241001_DC_01_IBT_000005|10|STORE_005|ITM_TOP_0012|2024-10-01 00:00:00|39|Delivered||USD|DC_01|0|12.63
PO_CLOTH01_20241001_DC_01_IBT_000005|11|STORE_005|ITM_TOP_0013|2024-10-01 00:00:00|57|Delivered||USD|DC_01|0|21.04
PO_CLOTH01_20241001_DC_01_IBT_000005|12|STORE_005|ITM_TOP_0014|2024-10-01 00:00:00|35|Delivered||USD|DC_01|0|26.06
PO_CLOTH01_20241001_DC_01_IBT_000005|13|STORE_005|ITM_TOP_0016|2024-10-01 00:00:00|9|Delivered||USD|DC_01|0|25.97
PO_CLOTH01_20241001_DC_01_IBT_000005|14|STORE_005|ITM_TOP_0017|2024-10-01 00:00:00|17|Delivered||USD|DC_01|0|23.52
PO_CLOTH01_20241001_DC_01_IBT_000005|15|STORE_005|ITM_TOP_0018|2024-10-01 00:00:00|16|Delivered||USD|DC_01|0|15.36
PO_CLOTH01_20241001_DC_01_IBT_000005|16|STORE_005|ITM_TOP_0019|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|11.15
PO_CLOTH01_20241001_DC_01_IBT_000005|17|STORE_005|ITM_TOP_0020|2024-10-01 00:00:00|5|Delivered||USD|DC_01|0|29.42
PO_CLOTH01_20241001_DC_01_IBT_000005|18|STORE_005|ITM_TOP_0021|2024-10-01 00:00:00|20|Delivered||USD|DC_01|0|15.28
PO_CLOTH01_20241001_DC_01_IBT_000005|19|STORE_005|ITM_TOP_0022|2024-10-01 00:00:00|11|Delivered||USD|DC_01|0|9.71
PO_CLOTH01_20241001_DC_01_IBT_000005|20|STORE_005|ITM_BOT_0023|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|14.71
PO_CLOTH01_20241001_DC_01_IBT_000005|21|STORE_005|ITM_BOT_0024|2024-10-01 00:00:00|13|Delivered||USD|DC_01|0|35.73
PO_CLOTH01_20241001_DC_01_IBT_000005|22|STORE_005|ITM_BOT_0025|2024-10-01 00:00:00|15|Delivered||USD|DC_01|0|28.9
PO_CLOTH01_20241001_DC_01_IBT_000005|23|STORE_005|ITM_BOT_0026|2024-10-01 00:00:00|37|Delivered||USD|DC_01|0|34.6
PO_CLOTH01_20241001_DC_01_IBT_000005|24|STORE_005|ITM_BOT_0027|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|32.43
PO_CLOTH01_20241001_DC_01_IBT_000005|25|STORE_005|ITM_BOT_0028|2024-10-01 00:00:00|23|Delivered||USD|DC_01|0|27.02
PO_CLOTH01_20241001_DC_01_IBT_000005|26|STORE_005|ITM_BOT_0029|2024-10-01 00:00:00|45|Delivered||USD|DC_01|0|39.25
PO_CLOTH01_20241001_DC_01_IBT_000005|27|STORE_005|ITM_BOT_0030|2024-10-01 00:00:00|11|Delivered||USD|DC_01|0|22.6
PO_CLOTH01_20241001_DC_01_IBT_000005|28|STORE_005|ITM_BOT_0031|2024-10-01 00:00:00|30|Delivered||USD|DC_01|0|27.46
PO_CLOTH01_20241001_DC_01_IBT_000005|29|STORE_005|ITM_BOT_0032|2024-10-01 00:00:00|11|Delivered||USD|DC_01|0|35.22
PO_CLOTH01_20241001_DC_01_IBT_000005|30|STORE_005|ITM_FOO_0034|2024-10-01 00:00:00|16|Delivered||USD|DC_01|0|56.61
PO_CLOTH01_20241001_DC_01_IBT_000005|31|STORE_005|ITM_FOO_0038|2024-10-01 00:00:00|30|Delivered||USD|DC_01|0|27.33
PO_CLOTH01_20241001_DC_01_IBT_000005|32|STORE_005|ITM_FOO_0040|2024-10-01 00:00:00|3|Delivered||USD|DC_01|0|20.49
PO_CLOTH01_20241001_DC_01_IBT_000005|33|STORE_005|ITM_OUT_0045|2024-10-01 00:00:00|12|Delivered||USD|DC_01|0|72.12
PO_CLOTH01_20241001_DC_01_IBT_000005|34|STORE_005|ITM_ACC_0048|2024-10-01 00:00:00|27|Delivered||USD|DC_01|0|8.17
PO_CLOTH01_20241002_DC_01_IBT_000006|1|STORE_001|ITM_BAS_0001|2024-10-02 00:00:00|13|Delivered||USD|DC_01|0|7.8
PO_CLOTH01_20241002_DC_01_IBT_000006|2|STORE_001|ITM_BAS_0002|2024-10-02 00:00:00|12|Delivered||USD|DC_01|0|9.27
PO_CLOTH01_20241002_DC_01_IBT_000006|3|STORE_001|ITM_BAS_0003|2024-10-02 00:00:00|4|Delivered||USD|DC_01|0|3.79
PO_CLOTH01_20241002_DC_01_IBT_000006|4|STORE_001|ITM_BAS_0004|2024-10-02 00:00:00|10|Delivered||USD|DC_01|0|6.07
PO_CLOTH01_20241002_DC_01_IBT_000006|5|STORE_001|ITM_BAS_0005|2024-10-02 00:00:00|5|Delivered||USD|DC_01|0|3.4
PO_CLOTH01_20241002_DC_01_IBT_000006|6|STORE_001|ITM_BAS_0008|2024-10-02 00:00:00|22|Delivered||USD|DC_01|0|3.38
PO_CLOTH01_20241002_DC_01_IBT_000006|7|STORE_001|ITM_BAS_0009|2024-10-02 00:00:00|4|Delivered||USD|DC_01|0|4.55
PO_CLOTH01_20241002_DC_01_IBT_000006|8|STORE_001|ITM_BAS_0010|2024-10-02 00:00:00|16|Delivered||USD|DC_01|0|7.62
PO_CLOTH01_20241002_DC_01_IBT_000006|9|STORE_001|ITM_TOP_0014|2024-10-02 00:00:00|19|Delivered||USD|DC_01|0|26.06
PO_CLOTH01_20241002_DC_01_IBT_000006|10|STORE_001|ITM_TOP_0016|2024-10-02 00:00:00|12|Delivered||USD|DC_01|0|25.97
PO_CLOTH01_20241002_DC_01_IBT_000006|11|STORE_001|ITM_TOP_0017|2024-10-02 00:00:00|23|Delivered||USD|DC_01|0|23.52
PO_CLOTH01_20241002_DC_01_IBT_000006|12|STORE_001|ITM_TOP_0018|2024-10-02 00:00:00|5|Delivered||USD|DC_01|0|15.36
PO_CLOTH01_20241002_DC_01_IBT_000006|13|STORE_001|ITM_TOP_0020|2024-10-02 00:00:00|18|Delivered||USD|DC_01|0|29.42
PO_CLOTH01_20241002_DC_01_IBT_000006|14|STORE_001|ITM_TOP_0022|2024-10-02 00:00:00|5|Delivered||USD|DC_01|0|9.71
PO_CLOTH01_20241002_DC_01_IBT_000006|15|STORE_001|ITM_BOT_0024|2024-10-02 00:00:00|7|Delivered||USD|DC_01|0|35.73
PO_CLOTH01_20241002_DC_01_IBT_000006|16|STORE_001|ITM_BOT_0025|2024-10-02 00:00:00|19|Delivered||USD|DC_01|0|28.9
PO_CLOTH01_20241002_DC_01_IBT_000006|17|STORE_001|ITM_BOT_0029|2024-10-02 00:00:00|29|Delivered||USD|DC_01|0|39.25
PO_CLOTH01_20241002_DC_01_IBT_000006|18|STORE_001|ITM_BOT_0030|2024-10-02 00:00:00|5|Delivered||USD|DC_01|0|22.6
PO_CLOTH01_20241002_DC_01_IBT_000006|19|STORE_001|ITM_BOT_0031|2024-10-02 00:00:00|8|Delivered||USD|DC_01|0|27.46
