PurchaseOrderNumber|PurchaseOrderDate|IBTFlag|SupplierOrderStatus|ReceiveNoLaterThan
PO_CLOTH01_20240408_DC_01_000087|2024-04-08 00:00:00|0|Placed|2024-04-15 00:00:00
PO_CLOTH01_20240408_DC_01_000088|2024-04-08 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240408_DC_01_000089|2024-04-08 00:00:00|0|Placed|2024-04-19 00:00:00
PO_CLOTH01_20240408_DC_01_000090|2024-04-08 00:00:00|0|Placed|2024-04-18 00:00:00
PO_CLOTH01_20240408_DC_01_000091|2024-04-08 00:00:00|0|Placed|2024-04-18 00:00:00
PO_CLOTH01_20240408_DC_01_000092|2024-04-08 00:00:00|0|Placed|2024-04-17 00:00:00
PO_CLOTH01_20240408_DC_01_000093|2024-04-08 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240408_DC_01_000094|2024-04-08 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240408_DC_01_000095|2024-04-08 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240408_DC_01_000096|2024-04-08 00:00:00|0|Placed|2024-04-19 00:00:00
PO_CLOTH01_20240408_DC_01_000097|2024-04-08 00:00:00|0|Placed|2024-04-18 00:00:00
PO_CLOTH01_20240408_DC_01_000098|2024-04-08 00:00:00|0|Placed|2024-04-18 00:00:00
PO_CLOTH01_20240408_DC_01_000099|2024-04-08 00:00:00|0|Placed|2024-04-17 00:00:00
PO_CLOTH01_20240408_DC_01_000100|2024-04-08 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240409_DC_01_IBT_000101|2024-04-09 00:00:00|1|Delivered|2024-04-09 00:00:00
PO_CLOTH01_20240409_DC_01_IBT_000102|2024-04-09 00:00:00|1|Delivered|2024-04-09 00:00:00
PO_CLOTH01_20240409_DC_01_IBT_000103|2024-04-09 00:00:00|1|Delivered|2024-04-09 00:00:00
PO_CLOTH01_20240409_DC_01_IBT_000104|2024-04-09 00:00:00|1|Delivered|2024-04-09 00:00:00
PO_CLOTH01_20240409_DC_01_IBT_000105|2024-04-09 00:00:00|1|Delivered|2024-04-09 00:00:00
PO_CLOTH01_20240410_DC_01_IBT_000106|2024-04-10 00:00:00|1|Delivered|2024-04-10 00:00:00
PO_CLOTH01_20240410_DC_01_IBT_000107|2024-04-10 00:00:00|1|Delivered|2024-04-10 00:00:00
PO_CLOTH01_20240410_DC_01_IBT_000108|2024-04-10 00:00:00|1|Delivered|2024-04-10 00:00:00
PO_CLOTH01_20240410_DC_01_IBT_000109|2024-04-10 00:00:00|1|Delivered|2024-04-10 00:00:00
PO_CLOTH01_20240410_DC_01_IBT_000110|2024-04-10 00:00:00|1|Delivered|2024-04-10 00:00:00
PO_CLOTH01_20240411_DC_01_IBT_000111|2024-04-11 00:00:00|1|Delivered|2024-04-11 00:00:00
PO_CLOTH01_20240411_DC_01_IBT_000112|2024-04-11 00:00:00|1|Delivered|2024-04-11 00:00:00
PO_CLOTH01_20240411_DC_01_IBT_000113|2024-04-11 00:00:00|1|Delivered|2024-04-11 00:00:00
PO_CLOTH01_20240411_DC_01_IBT_000114|2024-04-11 00:00:00|1|Delivered|2024-04-11 00:00:00
PO_CLOTH01_20240411_DC_01_IBT_000115|2024-04-11 00:00:00|1|Delivered|2024-04-11 00:00:00
PO_CLOTH01_20240412_DC_01_IBT_000116|2024-04-12 00:00:00|1|Delivered|2024-04-12 00:00:00
PO_CLOTH01_20240412_DC_01_IBT_000117|2024-04-12 00:00:00|1|Delivered|2024-04-12 00:00:00
PO_CLOTH01_20240412_DC_01_IBT_000118|2024-04-12 00:00:00|1|Delivered|2024-04-12 00:00:00
PO_CLOTH01_20240412_DC_01_IBT_000119|2024-04-12 00:00:00|1|Delivered|2024-04-12 00:00:00
PO_CLOTH01_20240412_DC_01_IBT_000120|2024-04-12 00:00:00|1|Delivered|2024-04-12 00:00:00
PO_CLOTH01_20240413_DC_01_IBT_000121|2024-04-13 00:00:00|1|Delivered|2024-04-13 00:00:00
PO_CLOTH01_20240413_DC_01_IBT_000122|2024-04-13 00:00:00|1|Delivered|2024-04-13 00:00:00
PO_CLOTH01_20240413_DC_01_IBT_000123|2024-04-13 00:00:00|1|Delivered|2024-04-13 00:00:00
PO_CLOTH01_20240413_DC_01_IBT_000124|2024-04-13 00:00:00|1|Delivered|2024-04-13 00:00:00
PO_CLOTH01_20240413_DC_01_IBT_000125|2024-04-13 00:00:00|1|Delivered|2024-04-13 00:00:00
PO_CLOTH01_20240414_DC_01_IBT_000126|2024-04-14 00:00:00|1|Delivered|2024-04-14 00:00:00
PO_CLOTH01_20240414_DC_01_IBT_000127|2024-04-14 00:00:00|1|Delivered|2024-04-14 00:00:00
PO_CLOTH01_20240414_DC_01_IBT_000128|2024-04-14 00:00:00|1|Delivered|2024-04-14 00:00:00
PO_CLOTH01_20240414_DC_01_IBT_000129|2024-04-14 00:00:00|1|Delivered|2024-04-14 00:00:00
PO_CLOTH01_20240414_DC_01_IBT_000130|2024-04-14 00:00:00|1|Delivered|2024-04-14 00:00:00
PO_CLOTH01_20240415_DC_01_IBT_000131|2024-04-15 00:00:00|1|Delivered|2024-04-15 00:00:00
PO_CLOTH01_20240415_DC_01_IBT_000132|2024-04-15 00:00:00|1|Delivered|2024-04-15 00:00:00
PO_CLOTH01_20240415_DC_01_IBT_000133|2024-04-15 00:00:00|1|Delivered|2024-04-15 00:00:00
PO_CLOTH01_20240415_DC_01_IBT_000134|2024-04-15 00:00:00|1|Delivered|2024-04-15 00:00:00
PO_CLOTH01_20240415_DC_01_IBT_000135|2024-04-15 00:00:00|1|Delivered|2024-04-15 00:00:00
PO_CLOTH01_20240415_DC_01_000136|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000137|2024-04-15 00:00:00|0|Placed|2024-04-22 00:00:00
PO_CLOTH01_20240415_DC_01_000138|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000139|2024-04-15 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240415_DC_01_000140|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000141|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000142|2024-04-15 00:00:00|0|Placed|2024-04-24 00:00:00
PO_CLOTH01_20240415_DC_01_000143|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000144|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000145|2024-04-15 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240415_DC_01_000146|2024-04-15 00:00:00|0|Placed|2024-04-22 00:00:00
PO_CLOTH01_20240415_DC_01_000147|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000148|2024-04-15 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240415_DC_01_000149|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000150|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000151|2024-04-15 00:00:00|0|Placed|2024-04-24 00:00:00
PO_CLOTH01_20240415_DC_01_000152|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000153|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000154|2024-04-15 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240415_DC_01_000155|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000156|2024-04-15 00:00:00|0|Placed|2024-04-22 00:00:00
PO_CLOTH01_20240415_DC_01_000157|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000158|2024-04-15 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240415_DC_01_000159|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000160|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000161|2024-04-15 00:00:00|0|Placed|2024-04-24 00:00:00
PO_CLOTH01_20240415_DC_01_000162|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000163|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000164|2024-04-15 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240415_DC_01_000165|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000166|2024-04-15 00:00:00|0|Placed|2024-04-22 00:00:00
PO_CLOTH01_20240415_DC_01_000167|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000168|2024-04-15 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240415_DC_01_000169|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000170|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000171|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240415_DC_01_000172|2024-04-15 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240415_DC_01_000173|2024-04-15 00:00:00|0|Placed|2024-04-23 00:00:00
PO_CLOTH01_20240415_DC_01_000174|2024-04-15 00:00:00|0|Placed|2024-04-26 00:00:00
PO_CLOTH01_20240415_DC_01_000175|2024-04-15 00:00:00|0|Placed|2024-04-25 00:00:00
PO_CLOTH01_20240415_DC_01_000176|2024-04-15 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240416_DC_01_IBT_000177|2024-04-16 00:00:00|1|Delivered|2024-04-16 00:00:00
PO_CLOTH01_20240416_DC_01_IBT_000178|2024-04-16 00:00:00|1|Delivered|2024-04-16 00:00:00
PO_CLOTH01_20240416_DC_01_IBT_000179|2024-04-16 00:00:00|1|Delivered|2024-04-16 00:00:00
PO_CLOTH01_20240416_DC_01_IBT_000180|2024-04-16 00:00:00|1|Delivered|2024-04-16 00:00:00
PO_CLOTH01_20240416_DC_01_IBT_000181|2024-04-16 00:00:00|1|Delivered|2024-04-16 00:00:00
PO_CLOTH01_20240417_DC_01_IBT_000182|2024-04-17 00:00:00|1|Delivered|2024-04-17 00:00:00
PO_CLOTH01_20240417_DC_01_IBT_000183|2024-04-17 00:00:00|1|Delivered|2024-04-17 00:00:00
PO_CLOTH01_20240417_DC_01_IBT_000184|2024-04-17 00:00:00|1|Delivered|2024-04-17 00:00:00
PO_CLOTH01_20240417_DC_01_IBT_000185|2024-04-17 00:00:00|1|Delivered|2024-04-17 00:00:00
PO_CLOTH01_20240417_DC_01_IBT_000186|2024-04-17 00:00:00|1|Delivered|2024-04-17 00:00:00
PO_CLOTH01_20240418_DC_01_IBT_000187|2024-04-18 00:00:00|1|Delivered|2024-04-18 00:00:00
PO_CLOTH01_20240418_DC_01_IBT_000188|2024-04-18 00:00:00|1|Delivered|2024-04-18 00:00:00
PO_CLOTH01_20240418_DC_01_IBT_000189|2024-04-18 00:00:00|1|Delivered|2024-04-18 00:00:00
PO_CLOTH01_20240418_DC_01_IBT_000190|2024-04-18 00:00:00|1|Delivered|2024-04-18 00:00:00
PO_CLOTH01_20240418_DC_01_IBT_000191|2024-04-18 00:00:00|1|Delivered|2024-04-18 00:00:00
PO_CLOTH01_20240419_DC_01_IBT_000192|2024-04-19 00:00:00|1|Delivered|2024-04-19 00:00:00
PO_CLOTH01_20240419_DC_01_IBT_000193|2024-04-19 00:00:00|1|Delivered|2024-04-19 00:00:00
PO_CLOTH01_20240419_DC_01_IBT_000194|2024-04-19 00:00:00|1|Delivered|2024-04-19 00:00:00
PO_CLOTH01_20240419_DC_01_IBT_000195|2024-04-19 00:00:00|1|Delivered|2024-04-19 00:00:00
PO_CLOTH01_20240419_DC_01_IBT_000196|2024-04-19 00:00:00|1|Delivered|2024-04-19 00:00:00
PO_CLOTH01_20240420_DC_01_IBT_000197|2024-04-20 00:00:00|1|Delivered|2024-04-20 00:00:00
PO_CLOTH01_20240420_DC_01_IBT_000198|2024-04-20 00:00:00|1|Delivered|2024-04-20 00:00:00
PO_CLOTH01_20240420_DC_01_IBT_000199|2024-04-20 00:00:00|1|Delivered|2024-04-20 00:00:00
PO_CLOTH01_20240420_DC_01_IBT_000200|2024-04-20 00:00:00|1|Delivered|2024-04-20 00:00:00
PO_CLOTH01_20240420_DC_01_IBT_000201|2024-04-20 00:00:00|1|Delivered|2024-04-20 00:00:00
PO_CLOTH01_20240421_DC_01_IBT_000202|2024-04-21 00:00:00|1|Delivered|2024-04-21 00:00:00
PO_CLOTH01_20240421_DC_01_IBT_000203|2024-04-21 00:00:00|1|Delivered|2024-04-21 00:00:00
PO_CLOTH01_20240421_DC_01_IBT_000204|2024-04-21 00:00:00|1|Delivered|2024-04-21 00:00:00
PO_CLOTH01_20240421_DC_01_IBT_000205|2024-04-21 00:00:00|1|Delivered|2024-04-21 00:00:00
PO_CLOTH01_20240421_DC_01_IBT_000206|2024-04-21 00:00:00|1|Delivered|2024-04-21 00:00:00
PO_CLOTH01_20240422_DC_01_IBT_000207|2024-04-22 00:00:00|1|Delivered|2024-04-22 00:00:00
PO_CLOTH01_20240422_DC_01_IBT_000208|2024-04-22 00:00:00|1|Delivered|2024-04-22 00:00:00
PO_CLOTH01_20240422_DC_01_IBT_000209|2024-04-22 00:00:00|1|Delivered|2024-04-22 00:00:00
PO_CLOTH01_20240422_DC_01_IBT_000210|2024-04-22 00:00:00|1|Delivered|2024-04-22 00:00:00
PO_CLOTH01_20240422_DC_01_IBT_000211|2024-04-22 00:00:00|1|Delivered|2024-04-22 00:00:00
PO_CLOTH01_20240422_DC_01_000212|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000213|2024-04-22 00:00:00|0|Placed|2024-04-29 00:00:00
PO_CLOTH01_20240422_DC_01_000214|2024-04-22 00:00:00|0|Placed|2024-05-10 00:00:00
PO_CLOTH01_20240422_DC_01_000215|2024-04-22 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240422_DC_01_000216|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000217|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000218|2024-04-22 00:00:00|0|Placed|2024-05-01 00:00:00
PO_CLOTH01_20240422_DC_01_000219|2024-04-22 00:00:00|0|Placed|2024-05-10 00:00:00
PO_CLOTH01_20240422_DC_01_000220|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000221|2024-04-22 00:00:00|0|Placed|2024-05-09 00:00:00
PO_CLOTH01_20240422_DC_01_000222|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000223|2024-04-22 00:00:00|0|Placed|2024-04-29 00:00:00
PO_CLOTH01_20240422_DC_01_000224|2024-04-22 00:00:00|0|Placed|2024-05-10 00:00:00
PO_CLOTH01_20240422_DC_01_000225|2024-04-22 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240422_DC_01_000226|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000227|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000228|2024-04-22 00:00:00|0|Placed|2024-05-01 00:00:00
PO_CLOTH01_20240422_DC_01_000229|2024-04-22 00:00:00|0|Placed|2024-05-10 00:00:00
PO_CLOTH01_20240422_DC_01_000230|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000231|2024-04-22 00:00:00|0|Placed|2024-05-09 00:00:00
PO_CLOTH01_20240422_DC_01_000232|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000233|2024-04-22 00:00:00|0|Placed|2024-04-29 00:00:00
PO_CLOTH01_20240422_DC_01_000234|2024-04-22 00:00:00|0|Placed|2024-05-10 00:00:00
PO_CLOTH01_20240422_DC_01_000235|2024-04-22 00:00:00|0|Placed|2024-05-03 00:00:00
PO_CLOTH01_20240422_DC_01_000236|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000237|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000238|2024-04-22 00:00:00|0|Placed|2024-05-01 00:00:00
PO_CLOTH01_20240422_DC_01_000239|2024-04-22 00:00:00|0|Placed|2024-05-10 00:00:00
PO_CLOTH01_20240422_DC_01_000240|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000241|2024-04-22 00:00:00|0|Placed|2024-05-09 00:00:00
PO_CLOTH01_20240422_DC_01_000242|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
PO_CLOTH01_20240422_DC_01_000243|2024-04-22 00:00:00|0|Placed|2024-04-29 00:00:00
PO_CLOTH01_20240422_DC_01_000244|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000245|2024-04-22 00:00:00|0|Placed|2024-05-02 00:00:00
PO_CLOTH01_20240422_DC_01_000246|2024-04-22 00:00:00|0|Placed|2024-05-01 00:00:00
PO_CLOTH01_20240422_DC_01_000247|2024-04-22 00:00:00|0|Placed|2024-04-30 00:00:00
