SiteCode|ItemCode|SalesTypeCode|ReturnFlag|SalesDate|SalesQuantity|TotalCost|TotalRevenue|TotalOriginalRetail
STORE_001|ITM_BOT_0027|Regular|0|2024-04-01 00:00:00|5|162.15|405.4|405.4
STORE_001|ITM_BOT_0028|Regular|0|2024-04-01 00:00:00|6|162.12|405.24|405.24
STORE_001|ITM_BOT_0029|Regular|0|2024-04-01 00:00:00|2|78.5|196.24|196.24
STORE_001|ITM_BOT_0030|Regular|0|2024-04-01 00:00:00|4|90.4|226.0|226.0
STORE_001|ITM_BOT_0031|Regular|0|2024-04-01 00:00:00|4|109.84|274.56|274.56
STORE_001|ITM_BOT_0032|Regular|0|2024-04-01 00:00:00|5|176.1|440.3|440.3
STORE_001|ITM_FOO_0033|Regular|0|2024-04-01 00:00:00|1|45.38|108.04|108.04
STORE_001|ITM_FOO_0035|Regular|0|2024-04-01 00:00:00|1|43.47|103.51|103.51
STORE_001|ITM_FOO_0036|Regular|0|2024-04-01 00:00:00|2|98.7|235.0|235.0
STORE_001|ITM_FOO_0037|Regular|0|2024-04-01 00:00:00|1|18.92|45.04|45.04
STORE_001|ITM_FOO_0038|Regular|0|2024-04-01 00:00:00|1|27.33|65.07|65.07
STORE_001|ITM_FOO_0039|Regular|0|2024-04-01 00:00:00|1|30.17|71.83|71.83
STORE_001|ITM_OUT_0042|Regular|0|2024-04-01 00:00:00|1|46.0|102.22|102.22
STORE_002|ITM_BAS_0001|Regular|0|2024-04-01 00:00:00|5|39.0|97.5|97.5
STORE_002|ITM_BAS_0002|Regular|0|2024-04-01 00:00:00|6|55.62|139.02|139.02
STORE_002|ITM_BAS_0003|Regular|0|2024-04-01 00:00:00|10|37.9|94.8|94.8
STORE_002|ITM_BAS_0004|Regular|0|2024-04-01 00:00:00|9|54.63|136.53|136.53
STORE_002|ITM_BAS_0005|Regular|0|2024-04-01 00:00:00|7|23.8|59.57|59.57
STORE_002|ITM_BAS_0006|Regular|0|2024-04-01 00:00:00|15|70.35|175.8|175.8
STORE_002|ITM_BAS_0007|Regular|0|2024-04-01 00:00:00|10|66.4|165.9|165.9
STORE_002|ITM_BAS_0008|Regular|0|2024-04-01 00:00:00|9|30.42|76.05|76.05
STORE_002|ITM_BAS_0009|Regular|0|2024-04-01 00:00:00|7|31.85|79.66|79.66
STORE_002|ITM_BAS_0010|Regular|0|2024-04-01 00:00:00|7|53.34|133.35|133.35
STORE_002|ITM_TOP_0012|Regular|0|2024-04-01 00:00:00|2|25.26|66.46|66.46
STORE_002|ITM_TOP_0013|Regular|0|2024-04-01 00:00:00|3|63.12|166.08|166.08
STORE_002|ITM_TOP_0014|Regular|0|2024-04-01 00:00:00|3|78.18|205.71|205.71
STORE_002|ITM_TOP_0015|Regular|0|2024-04-01 00:00:00|2|15.5|40.78|40.78
STORE_002|ITM_TOP_0016|Regular|0|2024-04-01 00:00:00|2|51.94|136.7|136.7
STORE_002|ITM_TOP_0017|Regular|0|2024-04-01 00:00:00|1|23.52|61.89|61.89
STORE_002|ITM_TOP_0018|Regular|0|2024-04-01 00:00:00|3|46.08|121.26|121.26
STORE_002|ITM_TOP_0019|Regular|0|2024-04-01 00:00:00|2|22.3|58.66|58.66
STORE_002|ITM_TOP_0020|Regular|0|2024-04-01 00:00:00|6|176.52|464.58|464.58
STORE_002|ITM_TOP_0021|Regular|0|2024-04-01 00:00:00|1|15.28|40.2|40.2
STORE_002|ITM_TOP_0022|Regular|0|2024-04-01 00:00:00|2|19.42|51.12|51.12
STORE_002|ITM_BOT_0023|Regular|0|2024-04-01 00:00:00|7|102.97|257.39|257.39
STORE_002|ITM_BOT_0024|Regular|0|2024-04-01 00:00:00|4|142.92|357.28|357.28
STORE_002|ITM_BOT_0025|Regular|0|2024-04-01 00:00:00|2|57.8|144.52|144.52
STORE_002|ITM_BOT_0026|Regular|0|2024-04-01 00:00:00|7|242.2|605.5|605.5
STORE_002|ITM_BOT_0027|Regular|0|2024-04-01 00:00:00|7|227.01|567.56|567.56
STORE_002|ITM_BOT_0028|Regular|0|2024-04-01 00:00:00|8|216.16|540.32|540.32
STORE_002|ITM_BOT_0029|Regular|0|2024-04-01 00:00:00|4|157.0|392.48|392.48
STORE_002|ITM_BOT_0030|Regular|0|2024-04-01 00:00:00|7|158.2|395.5|395.5
STORE_002|ITM_BOT_0031|Regular|0|2024-04-01 00:00:00|3|82.38|205.92|205.92
STORE_002|ITM_BOT_0032|Regular|0|2024-04-01 00:00:00|4|140.88|352.24|352.24
STORE_002|ITM_FOO_0033|Regular|0|2024-04-01 00:00:00|2|90.76|216.08|216.08
STORE_002|ITM_FOO_0039|Regular|0|2024-04-01 00:00:00|1|30.17|71.83|71.83
STORE_002|ITM_FOO_0040|Regular|0|2024-04-01 00:00:00|1|20.49|48.78|48.78
STORE_002|ITM_OUT_0042|Regular|0|2024-04-01 00:00:00|1|46.0|102.22|102.22
STORE_003|ITM_BAS_0001|Regular|0|2024-04-01 00:00:00|6|46.8|117.0|117.0
STORE_003|ITM_BAS_0002|Regular|0|2024-04-01 00:00:00|13|120.51|301.21|301.21
STORE_003|ITM_BAS_0003|Regular|0|2024-04-01 00:00:00|25|94.75|237.0|237.0
STORE_003|ITM_BAS_0004|Regular|0|2024-04-01 00:00:00|4|24.28|60.68|60.68
STORE_003|ITM_BAS_0005|Regular|0|2024-04-01 00:00:00|9|30.6|76.59|76.59
STORE_003|ITM_BAS_0006|Regular|0|2024-04-01 00:00:00|16|75.04|187.52|187.52
STORE_003|ITM_BAS_0007|Regular|0|2024-04-01 00:00:00|4|26.56|66.36|66.36
STORE_003|ITM_BAS_0008|Regular|0|2024-04-01 00:00:00|12|40.56|101.4|101.4
STORE_003|ITM_BAS_0009|Regular|0|2024-04-01 00:00:00|15|68.25|170.7|170.7
STORE_003|ITM_BAS_0010|Regular|0|2024-04-01 00:00:00|9|68.58|171.45|171.45
STORE_003|ITM_TOP_0011|Regular|0|2024-04-01 00:00:00|1|20.03|52.7|52.7
STORE_003|ITM_TOP_0012|Regular|0|2024-04-01 00:00:00|6|75.78|199.38|199.38
STORE_003|ITM_TOP_0014|Regular|0|2024-04-01 00:00:00|6|156.36|411.42|411.42
STORE_003|ITM_TOP_0015|Regular|0|2024-04-01 00:00:00|5|38.75|101.95|101.95
STORE_003|ITM_TOP_0016|Regular|0|2024-04-01 00:00:00|6|155.82|410.1|410.1
STORE_003|ITM_TOP_0017|Regular|0|2024-04-01 00:00:00|1|23.52|61.89|61.89
STORE_003|ITM_TOP_0018|Regular|0|2024-04-01 00:00:00|13|199.68|525.46|525.46
STORE_003|ITM_TOP_0019|Regular|0|2024-04-01 00:00:00|3|33.45|87.99|87.99
STORE_003|ITM_TOP_0020|Regular|0|2024-04-01 00:00:00|3|88.26|232.29|232.29
STORE_003|ITM_TOP_0021|Regular|0|2024-04-01 00:00:00|2|30.56|80.4|80.4
STORE_003|ITM_TOP_0022|Regular|0|2024-04-01 00:00:00|8|77.68|204.48|204.48
STORE_003|ITM_BOT_0023|Regular|0|2024-04-01 00:00:00|2|29.42|73.54|73.54
STORE_003|ITM_BOT_0024|Regular|0|2024-04-01 00:00:00|2|71.46|178.64|178.64
STORE_003|ITM_BOT_0025|Regular|0|2024-04-01 00:00:00|6|173.4|433.56|433.56
STORE_003|ITM_BOT_0026|Regular|0|2024-04-01 00:00:00|1|34.6|86.5|86.5
STORE_003|ITM_BOT_0027|Regular|0|2024-04-01 00:00:00|6|194.58|486.48|486.48
STORE_003|ITM_BOT_0028|Regular|0|2024-04-01 00:00:00|9|243.18|607.86|607.86
STORE_003|ITM_BOT_0029|Regular|0|2024-04-01 00:00:00|2|78.5|196.24|196.24
STORE_003|ITM_BOT_0030|Regular|0|2024-04-01 00:00:00|13|293.8|734.5|734.5
STORE_003|ITM_BOT_0031|Regular|0|2024-04-01 00:00:00|3|82.38|205.92|205.92
STORE_003|ITM_BOT_0032|Regular|0|2024-04-01 00:00:00|9|316.98|792.54|792.54
STORE_003|ITM_FOO_0033|Regular|0|2024-04-01 00:00:00|1|45.38|108.04|108.04
STORE_003|ITM_FOO_0034|Regular|0|2024-04-01 00:00:00|1|56.61|134.79|134.79
STORE_003|ITM_FOO_0035|Regular|0|2024-04-01 00:00:00|4|173.88|414.04|414.04
STORE_003|ITM_FOO_0039|Regular|0|2024-04-01 00:00:00|2|60.34|143.66|143.66
STORE_003|ITM_FOO_0040|Regular|0|2024-04-01 00:00:00|3|61.47|146.34|146.34
STORE_004|ITM_BAS_0001|Regular|0|2024-04-01 00:00:00|10|78.0|195.0|195.0
STORE_004|ITM_BAS_0002|Regular|0|2024-04-01 00:00:00|8|74.16|185.36|185.36
STORE_004|ITM_BAS_0003|Regular|0|2024-04-01 00:00:00|14|53.06|132.72|132.72
STORE_004|ITM_BAS_0004|Regular|0|2024-04-01 00:00:00|10|60.7|151.7|151.7
STORE_004|ITM_BAS_0005|Regular|0|2024-04-01 00:00:00|16|54.4|136.16|136.16
STORE_004|ITM_BAS_0006|Regular|0|2024-04-01 00:00:00|14|65.66|164.08|164.08
STORE_004|ITM_BAS_0007|Regular|0|2024-04-01 00:00:00|11|73.04|182.49|182.49
STORE_004|ITM_BAS_0008|Regular|0|2024-04-01 00:00:00|11|37.18|92.95|92.95
STORE_004|ITM_BAS_0009|Regular|0|2024-04-01 00:00:00|11|50.05|125.18|125.18
STORE_004|ITM_BAS_0010|Regular|0|2024-04-01 00:00:00|3|22.86|57.15|57.15
STORE_004|ITM_TOP_0011|Regular|0|2024-04-01 00:00:00|5|100.15|263.5|263.5
STORE_004|ITM_TOP_0012|Regular|0|2024-04-01 00:00:00|8|101.04|265.84|265.84
STORE_004|ITM_TOP_0013|Regular|0|2024-04-01 00:00:00|3|63.12|166.08|166.08
STORE_004|ITM_TOP_0014|Regular|0|2024-04-01 00:00:00|3|78.18|205.71|205.71
STORE_004|ITM_TOP_0015|Regular|0|2024-04-01 00:00:00|5|38.75|101.95|101.95
STORE_004|ITM_TOP_0016|Regular|0|2024-04-01 00:00:00|4|103.88|273.4|273.4
STORE_004|ITM_TOP_0017|Regular|0|2024-04-01 00:00:00|2|47.04|123.78|123.78
STORE_004|ITM_TOP_0018|Regular|0|2024-04-01 00:00:00|4|61.44|161.68|161.68
STORE_004|ITM_TOP_0019|Regular|0|2024-04-01 00:00:00|4|44.6|117.32|117.32
STORE_004|ITM_TOP_0020|Regular|0|2024-04-01 00:00:00|5|147.1|387.15|387.15
STORE_004|ITM_TOP_0021|Regular|0|2024-04-01 00:00:00|4|61.12|160.8|160.8
STORE_004|ITM_TOP_0022|Regular|0|2024-04-01 00:00:00|5|48.55|127.8|127.8
STORE_004|ITM_BOT_0023|Regular|0|2024-04-01 00:00:00|8|117.68|294.16|294.16
STORE_004|ITM_BOT_0024|Regular|0|2024-04-01 00:00:00|1|35.73|89.32|89.32
STORE_004|ITM_BOT_0025|Regular|0|2024-04-01 00:00:00|5|144.5|361.3|361.3
STORE_004|ITM_BOT_0026|Regular|0|2024-04-01 00:00:00|7|242.2|605.5|605.5
STORE_004|ITM_BOT_0027|Regular|0|2024-04-01 00:00:00|5|162.15|405.4|405.4
STORE_004|ITM_BOT_0028|Regular|0|2024-04-01 00:00:00|9|243.18|607.86|607.86
STORE_004|ITM_BOT_0029|Regular|0|2024-04-01 00:00:00|4|157.0|392.48|392.48
STORE_004|ITM_BOT_0030|Regular|0|2024-04-01 00:00:00|5|113.0|282.5|282.5
STORE_004|ITM_BOT_0031|Regular|0|2024-04-01 00:00:00|9|247.14|617.76|617.76
STORE_004|ITM_BOT_0032|Regular|0|2024-04-01 00:00:00|8|281.76|704.48|704.48
STORE_004|ITM_FOO_0035|Regular|0|2024-04-01 00:00:00|4|173.88|414.04|414.04
STORE_004|ITM_FOO_0039|Regular|0|2024-04-01 00:00:00|1|30.17|71.83|71.83
STORE_004|ITM_OUT_0042|Regular|0|2024-04-01 00:00:00|2|92.0|204.44|204.44
STORE_004|ITM_OUT_0044|Regular|0|2024-04-01 00:00:00|2|197.86|439.7|439.7
STORE_005|ITM_BAS_0001|Regular|0|2024-04-01 00:00:00|17|132.6|331.5|331.5
STORE_005|ITM_BAS_0002|Regular|0|2024-04-01 00:00:00|6|55.62|139.02|139.02
STORE_005|ITM_BAS_0003|Regular|0|2024-04-01 00:00:00|17|64.43|161.16|161.16
STORE_005|ITM_BAS_0004|Regular|0|2024-04-01 00:00:00|5|30.35|75.85|75.85
STORE_005|ITM_BAS_0005|Regular|0|2024-04-01 00:00:00|10|34.0|85.1|85.1
STORE_005|ITM_BAS_0006|Regular|0|2024-04-01 00:00:00|18|84.42|210.96|210.96
STORE_005|ITM_BAS_0007|Regular|0|2024-04-01 00:00:00|7|46.48|116.13|116.13
STORE_005|ITM_BAS_0008|Regular|0|2024-04-01 00:00:00|7|23.66|59.15|59.15
STORE_005|ITM_BAS_0009|Regular|0|2024-04-01 00:00:00|9|40.95|102.42|102.42
STORE_005|ITM_BAS_0010|Regular|0|2024-04-01 00:00:00|5|38.1|95.25|95.25
STORE_005|ITM_TOP_0011|Regular|0|2024-04-01 00:00:00|2|40.06|105.4|105.4
STORE_005|ITM_TOP_0012|Regular|0|2024-04-01 00:00:00|3|37.89|99.69|99.69
STORE_005|ITM_TOP_0013|Regular|0|2024-04-01 00:00:00|7|147.28|387.52|387.52
STORE_005|ITM_TOP_0014|Regular|0|2024-04-01 00:00:00|2|52.12|137.14|137.14
STORE_005|ITM_TOP_0015|Regular|0|2024-04-01 00:00:00|2|15.5|40.78|40.78
STORE_005|ITM_TOP_0016|Regular|0|2024-04-01 00:00:00|7|181.79|478.45|478.45
STORE_005|ITM_TOP_0017|Regular|0|2024-04-01 00:00:00|2|47.04|123.78|123.78
STORE_005|ITM_TOP_0018|Regular|0|2024-04-01 00:00:00|2|30.72|80.84|80.84
STORE_005|ITM_TOP_0019|Regular|0|2024-04-01 00:00:00|7|78.05|205.31|205.31
STORE_005|ITM_TOP_0020|Regular|0|2024-04-01 00:00:00|6|176.52|464.58|464.58
STORE_005|ITM_TOP_0021|Regular|0|2024-04-01 00:00:00|2|30.56|80.4|80.4
STORE_005|ITM_TOP_0022|Regular|0|2024-04-01 00:00:00|2|19.42|51.12|51.12
STORE_005|ITM_BOT_0023|Regular|0|2024-04-01 00:00:00|2|29.42|73.54|73.54
STORE_005|ITM_BOT_0024|Regular|0|2024-04-01 00:00:00|3|107.19|267.96|267.96
STORE_005|ITM_BOT_0025|Regular|0|2024-04-01 00:00:00|9|260.1|650.34|650.34
STORE_005|ITM_BOT_0026|Regular|0|2024-04-01 00:00:00|2|69.2|173.0|173.0
STORE_005|ITM_BOT_0027|Regular|0|2024-04-01 00:00:00|8|259.44|648.64|648.64
STORE_005|ITM_BOT_0028|Regular|0|2024-04-01 00:00:00|4|108.08|270.16|270.16
STORE_005|ITM_BOT_0029|Regular|0|2024-04-01 00:00:00|2|78.5|196.24|196.24
STORE_005|ITM_BOT_0030|Regular|0|2024-04-01 00:00:00|2|45.2|113.0|113.0
STORE_005|ITM_BOT_0031|Regular|0|2024-04-01 00:00:00|3|82.38|205.92|205.92
STORE_005|ITM_BOT_0032|Regular|0|2024-04-01 00:00:00|4|140.88|352.24|352.24
STORE_005|ITM_FOO_0033|Regular|0|2024-04-01 00:00:00|1|45.38|108.04|108.04
STORE_005|ITM_FOO_0035|Regular|0|2024-04-01 00:00:00|2|86.94|207.02|207.02
STORE_005|ITM_FOO_0036|Regular|0|2024-04-01 00:00:00|1|49.35|117.5|117.5
STORE_005|ITM_FOO_0039|Regular|0|2024-04-01 00:00:00|1|30.17|71.83|71.83
STORE_005|ITM_OUT_0043|Regular|0|2024-04-01 00:00:00|2|127.04|282.3|282.3
STORE_005|ITM_OUT_0044|Regular|0|2024-04-01 00:00:00|1|98.93|219.85|219.85
STORE_001|ITM_BAS_0001|Regular|0|2024-04-02 00:00:00|12|93.6|234.0|234.0
STORE_001|ITM_BAS_0002|Regular|0|2024-04-02 00:00:00|12|111.24|278.04|278.04
STORE_001|ITM_BAS_0003|Regular|0|2024-04-02 00:00:00|10|37.9|94.8|94.8
STORE_001|ITM_BAS_0004|Regular|0|2024-04-02 00:00:00|5|30.35|75.85|75.85
STORE_001|ITM_BAS_0005|Regular|0|2024-04-02 00:00:00|7|23.8|59.57|59.57
STORE_001|ITM_BAS_0006|Regular|0|2024-04-02 00:00:00|7|32.83|82.04|82.04
STORE_001|ITM_BAS_0007|Regular|0|2024-04-02 00:00:00|8|53.12|132.72|132.72
STORE_001|ITM_BAS_0008|Regular|0|2024-04-02 00:00:00|14|47.32|118.3|118.3
STORE_001|ITM_BAS_0009|Regular|0|2024-04-02 00:00:00|15|68.25|170.7|170.7
STORE_001|ITM_BAS_0010|Regular|0|2024-04-02 00:00:00|3|22.86|57.15|57.15
STORE_001|ITM_TOP_0011|Regular|0|2024-04-02 00:00:00|8|160.24|421.6|421.6
STORE_001|ITM_TOP_0012|Regular|0|2024-04-02 00:00:00|1|12.63|33.23|33.23
STORE_001|ITM_TOP_0013|Regular|0|2024-04-02 00:00:00|4|84.16|221.44|221.44
STORE_001|ITM_TOP_0014|Regular|0|2024-04-02 00:00:00|3|78.18|205.71|205.71
STORE_001|ITM_TOP_0015|Regular|0|2024-04-02 00:00:00|2|15.5|40.78|40.78
STORE_001|ITM_TOP_0016|Regular|0|2024-04-02 00:00:00|21|545.37|1435.35|1435.35
STORE_001|ITM_TOP_0017|Regular|0|2024-04-02 00:00:00|2|47.04|123.78|123.78
STORE_001|ITM_TOP_0018|Regular|0|2024-04-02 00:00:00|2|30.72|80.84|80.84
STORE_001|ITM_TOP_0019|Regular|0|2024-04-02 00:00:00|3|33.45|87.99|87.99
STORE_001|ITM_TOP_0020|Regular|0|2024-04-02 00:00:00|5|147.1|387.15|387.15
STORE_001|ITM_TOP_0021|Regular|0|2024-04-02 00:00:00|2|30.56|80.4|80.4
STORE_001|ITM_TOP_0022|Regular|0|2024-04-02 00:00:00|2|19.42|51.12|51.12
STORE_001|ITM_BOT_0023|Regular|0|2024-04-02 00:00:00|6|88.26|220.62|220.62
STORE_001|ITM_BOT_0024|Regular|0|2024-04-02 00:00:00|3|107.19|267.96|267.96
STORE_001|ITM_BOT_0025|Regular|0|2024-04-02 00:00:00|6|173.4|433.56|433.56
STORE_001|ITM_BOT_0026|Regular|0|2024-04-02 00:00:00|3|103.8|259.5|259.5
STORE_001|ITM_BOT_0027|Regular|0|2024-04-02 00:00:00|7|227.01|567.56|567.56
STORE_001|ITM_BOT_0028|Regular|0|2024-04-02 00:00:00|7|189.14|472.78|472.78
STORE_001|ITM_BOT_0029|Regular|0|2024-04-02 00:00:00|4|157.0|392.48|392.48
STORE_001|ITM_BOT_0030|Regular|0|2024-04-02 00:00:00|5|113.0|282.5|282.5
STORE_001|ITM_BOT_0031|Regular|0|2024-04-02 00:00:00|2|54.92|137.28|137.28
STORE_001|ITM_BOT_0032|Regular|0|2024-04-02 00:00:00|7|246.54|616.42|616.42
STORE_001|ITM_FOO_0033|Regular|0|2024-04-02 00:00:00|2|90.76|216.08|216.08
STORE_001|ITM_FOO_0034|Regular|0|2024-04-02 00:00:00|1|56.61|134.79|134.79
STORE_001|ITM_FOO_0035|Regular|0|2024-04-02 00:00:00|2|86.94|207.02|207.02
STORE_001|ITM_FOO_0036|Regular|0|2024-04-02 00:00:00|2|98.7|235.0|235.0
STORE_001|ITM_FOO_0037|Regular|0|2024-04-02 00:00:00|1|18.92|45.04|45.04
STORE_001|ITM_FOO_0040|Regular|0|2024-04-02 00:00:00|2|40.98|97.56|97.56
STORE_001|ITM_OUT_0043|Regular|0|2024-04-02 00:00:00|1|63.52|141.15|141.15
STORE_001|ITM_OUT_0045|Regular|0|2024-04-02 00:00:00|1|72.12|160.26|160.26
STORE_001|ITM_FOR_0050|Regular|0|2024-04-02 00:00:00|13|1645.8|3827.33|3827.33
STORE_002|ITM_BAS_0001|Regular|0|2024-04-02 00:00:00|12|93.6|234.0|234.0
STORE_002|ITM_BAS_0002|Regular|0|2024-04-02 00:00:00|11|101.97|254.87|254.87
STORE_002|ITM_BAS_0003|Regular|0|2024-04-02 00:00:00|10|37.9|94.8|94.8
STORE_002|ITM_BAS_0004|Regular|0|2024-04-02 00:00:00|7|42.49|106.19|106.19
STORE_002|ITM_BAS_0005|Regular|0|2024-04-02 00:00:00|9|30.6|76.59|76.59
STORE_002|ITM_BAS_0006|Regular|0|2024-04-02 00:00:00|15|70.35|175.8|175.8
STORE_002|ITM_BAS_0007|Regular|0|2024-04-02 00:00:00|4|26.56|66.36|66.36
STORE_002|ITM_BAS_0008|Regular|0|2024-04-02 00:00:00|13|43.94|109.85|109.85
STORE_002|ITM_BAS_0009|Regular|0|2024-04-02 00:00:00|7|31.85|79.66|79.66
STORE_002|ITM_BAS_0010|Regular|0|2024-04-02 00:00:00|6|45.72|114.3|114.3
STORE_002|ITM_TOP_0011|Regular|0|2024-04-02 00:00:00|3|60.09|158.1|158.1
STORE_002|ITM_TOP_0012|Regular|0|2024-04-02 00:00:00|2|25.26|66.46|66.46
STORE_002|ITM_TOP_0013|Regular|0|2024-04-02 00:00:00|3|63.12|166.08|166.08
STORE_002|ITM_TOP_0014|Regular|0|2024-04-02 00:00:00|4|104.24|274.28|274.28
STORE_002|ITM_TOP_0015|Regular|0|2024-04-02 00:00:00|3|23.25|61.17|61.17
STORE_002|ITM_TOP_0016|Regular|0|2024-04-02 00:00:00|5|129.85|341.75|341.75
STORE_002|ITM_TOP_0017|Regular|0|2024-04-02 00:00:00|2|47.04|123.78|123.78
STORE_002|ITM_TOP_0018|Regular|0|2024-04-02 00:00:00|3|46.08|121.26|121.26
STORE_002|ITM_TOP_0019|Regular|0|2024-04-02 00:00:00|2|22.3|58.66|58.66
STORE_002|ITM_TOP_0020|Regular|0|2024-04-02 00:00:00|3|88.26|232.29|232.29
STORE_002|ITM_TOP_0021|Regular|0|2024-04-02 00:00:00|1|15.28|40.2|40.2
STORE_002|ITM_TOP_0022|Regular|0|2024-04-02 00:00:00|4|38.84|102.24|102.24
STORE_002|ITM_BOT_0023|Regular|0|2024-04-02 00:00:00|7|102.97|257.39|257.39
STORE_002|ITM_BOT_0024|Regular|0|2024-04-02 00:00:00|2|71.46|178.64|178.64
STORE_002|ITM_BOT_0025|Regular|0|2024-04-02 00:00:00|3|86.7|216.78|216.78
STORE_002|ITM_BOT_0026|Regular|0|2024-04-02 00:00:00|2|69.2|173.0|173.0
STORE_002|ITM_BOT_0027|Regular|0|2024-04-02 00:00:00|4|129.72|324.32|324.32
STORE_002|ITM_BOT_0028|Regular|0|2024-04-02 00:00:00|5|135.1|337.7|337.7
STORE_002|ITM_BOT_0029|Regular|0|2024-04-02 00:00:00|2|78.5|196.24|196.24
STORE_002|ITM_BOT_0030|Regular|0|2024-04-02 00:00:00|3|67.8|169.5|169.5
STORE_002|ITM_BOT_0031|Regular|0|2024-04-02 00:00:00|3|82.38|205.92|205.92
STORE_002|ITM_BOT_0032|Regular|0|2024-04-02 00:00:00|5|176.1|440.3|440.3
STORE_002|ITM_FOO_0033|Regular|0|2024-04-02 00:00:00|2|90.76|216.08|216.08
STORE_002|ITM_FOO_0035|Regular|0|2024-04-02 00:00:00|4|173.88|414.04|414.04
STORE_002|ITM_FOO_0038|Regular|0|2024-04-02 00:00:00|1|27.33|65.07|65.07
STORE_002|ITM_FOO_0039|Regular|0|2024-04-02 00:00:00|1|30.17|71.83|71.83
STORE_002|ITM_FOO_0040|Regular|0|2024-04-02 00:00:00|1|20.49|48.78|48.78
STORE_002|ITM_OUT_0043|Regular|0|2024-04-02 00:00:00|1|63.52|141.15|141.15
STORE_002|ITM_OUT_0045|Regular|0|2024-04-02 00:00:00|1|72.12|160.26|160.26
STORE_003|ITM_BAS_0001|Regular|0|2024-04-02 00:00:00|10|78.0|195.0|195.0
STORE_003|ITM_BAS_0002|Regular|0|2024-04-02 00:00:00|14|129.78|324.38|324.38
STORE_003|ITM_BAS_0003|Regular|0|2024-04-02 00:00:00|18|68.22|170.64|170.64
STORE_003|ITM_BAS_0004|Regular|0|2024-04-02 00:00:00|6|36.42|91.02|91.02
STORE_003|ITM_BAS_0005|Regular|0|2024-04-02 00:00:00|11|37.4|93.61|93.61
STORE_003|ITM_BAS_0006|Regular|0|2024-04-02 00:00:00|10|46.9|117.2|117.2
STORE_003|ITM_BAS_0007|Regular|0|2024-04-02 00:00:00|13|86.32|215.67|215.67
STORE_003|ITM_BAS_0008|Regular|0|2024-04-02 00:00:00|21|70.98|177.45|177.45
STORE_003|ITM_BAS_0009|Regular|0|2024-04-02 00:00:00|16|72.8|182.08|182.08
STORE_003|ITM_BAS_0010|Regular|0|2024-04-02 00:00:00|6|45.72|114.3|114.3
STORE_003|ITM_TOP_0011|Regular|0|2024-04-02 00:00:00|1|20.03|52.7|52.7
STORE_003|ITM_TOP_0012|Regular|0|2024-04-02 00:00:00|4|50.52|132.92|132.92
STORE_003|ITM_TOP_0013|Regular|0|2024-04-02 00:00:00|3|63.12|166.08|166.08
STORE_003|ITM_TOP_0015|Regular|0|2024-04-02 00:00:00|3|23.25|61.17|61.17
