CustomerOrderNumber|CustomerOrderDate|IBTFlag|OrderStatusIndicator
CO_CLOTH01_20241015_STORE_004_0074|2024-10-15 00:00:00|0|Placed
CO_CLOTH01_20241015_STORE_005_0075|2024-10-15 00:00:00|0|Placed
CO_CLOTH01_20241016_STORE_001_0076|2024-10-16 00:00:00|0|Placed
CO_CLOTH01_20241016_STORE_002_0077|2024-10-16 00:00:00|0|Placed
CO_CLOTH01_20241016_STORE_003_0078|2024-10-16 00:00:00|0|Placed
CO_CLOTH01_20241016_STORE_004_0079|2024-10-16 00:00:00|0|Placed
CO_CLOTH01_20241016_STORE_005_0080|2024-10-16 00:00:00|0|Placed
CO_CLOTH01_20241017_STORE_001_0081|2024-10-17 00:00:00|0|Placed
CO_CLOTH01_20241017_STORE_002_0082|2024-10-17 00:00:00|0|Placed
CO_CLOTH01_20241017_STORE_003_0083|2024-10-17 00:00:00|0|Placed
CO_CLOTH01_20241017_STORE_004_0084|2024-10-17 00:00:00|0|Placed
CO_CLOTH01_20241017_STORE_005_0085|2024-10-17 00:00:00|0|Placed
CO_CLOTH01_20241018_STORE_001_0086|2024-10-18 00:00:00|0|Placed
CO_CLOTH01_20241018_STORE_002_0087|2024-10-18 00:00:00|0|Placed
CO_CLOTH01_20241018_STORE_003_0088|2024-10-18 00:00:00|0|Placed
CO_CLOTH01_20241018_STORE_004_0089|2024-10-18 00:00:00|0|Placed
CO_CLOTH01_20241018_STORE_005_0090|2024-10-18 00:00:00|0|Placed
CO_CLOTH01_20241019_STORE_001_0091|2024-10-19 00:00:00|0|Placed
CO_CLOTH01_20241019_STORE_002_0092|2024-10-19 00:00:00|0|Placed
CO_CLOTH01_20241019_STORE_003_0093|2024-10-19 00:00:00|0|Placed
CO_CLOTH01_20241019_STORE_004_0094|2024-10-19 00:00:00|0|Placed
CO_CLOTH01_20241019_STORE_005_0095|2024-10-19 00:00:00|0|Placed
CO_CLOTH01_20241020_STORE_001_0096|2024-10-20 00:00:00|0|Placed
CO_CLOTH01_20241020_STORE_002_0097|2024-10-20 00:00:00|0|Placed
CO_CLOTH01_20241020_STORE_003_0098|2024-10-20 00:00:00|0|Placed
CO_CLOTH01_20241020_STORE_004_0099|2024-10-20 00:00:00|0|Placed
CO_CLOTH01_20241020_STORE_005_0100|2024-10-20 00:00:00|0|Placed
CO_CLOTH01_20241021_STORE_001_0101|2024-10-21 00:00:00|0|Placed
CO_CLOTH01_20241021_STORE_002_0102|2024-10-21 00:00:00|0|Placed
CO_CLOTH01_20241021_STORE_003_0103|2024-10-21 00:00:00|0|Placed
CO_CLOTH01_20241021_STORE_004_0104|2024-10-21 00:00:00|0|Placed
CO_CLOTH01_20241021_STORE_005_0105|2024-10-21 00:00:00|0|Placed
CO_CLOTH01_20241022_STORE_001_0106|2024-10-22 00:00:00|0|Placed
CO_CLOTH01_20241022_STORE_002_0107|2024-10-22 00:00:00|0|Placed
CO_CLOTH01_20241022_STORE_003_0108|2024-10-22 00:00:00|0|Placed
CO_CLOTH01_20241022_STORE_004_0109|2024-10-22 00:00:00|0|Placed
CO_CLOTH01_20241022_STORE_005_0110|2024-10-22 00:00:00|0|Placed
CO_CLOTH01_20241023_STORE_001_0111|2024-10-23 00:00:00|0|Placed
CO_CLOTH01_20241023_STORE_002_0112|2024-10-23 00:00:00|0|Placed
CO_CLOTH01_20241023_STORE_003_0113|2024-10-23 00:00:00|0|Placed
CO_CLOTH01_20241023_STORE_004_0114|2024-10-23 00:00:00|0|Placed
CO_CLOTH01_20241023_STORE_005_0115|2024-10-23 00:00:00|0|Placed
CO_CLOTH01_20241024_STORE_001_0116|2024-10-24 00:00:00|0|Placed
CO_CLOTH01_20241024_STORE_002_0117|2024-10-24 00:00:00|0|Placed
CO_CLOTH01_20241024_STORE_003_0118|2024-10-24 00:00:00|0|Placed
CO_CLOTH01_20241024_STORE_004_0119|2024-10-24 00:00:00|0|Placed
CO_CLOTH01_20241024_STORE_005_0120|2024-10-24 00:00:00|0|Placed
CO_CLOTH01_20241025_STORE_001_0121|2024-10-25 00:00:00|0|Placed
CO_CLOTH01_20241025_STORE_002_0122|2024-10-25 00:00:00|0|Placed
CO_CLOTH01_20241025_STORE_003_0123|2024-10-25 00:00:00|0|Placed
CO_CLOTH01_20241025_STORE_004_0124|2024-10-25 00:00:00|0|Placed
CO_CLOTH01_20241025_STORE_005_0125|2024-10-25 00:00:00|0|Placed
CO_CLOTH01_20241026_STORE_001_0126|2024-10-26 00:00:00|0|Placed
CO_CLOTH01_20241026_STORE_002_0127|2024-10-26 00:00:00|0|Placed
CO_CLOTH01_20241026_STORE_003_0128|2024-10-26 00:00:00|0|Placed
CO_CLOTH01_20241026_STORE_004_0129|2024-10-26 00:00:00|0|Placed
CO_CLOTH01_20241026_STORE_005_0130|2024-10-26 00:00:00|0|Placed
CO_CLOTH01_20241027_STORE_001_0131|2024-10-27 00:00:00|0|Placed
CO_CLOTH01_20241027_STORE_002_0132|2024-10-27 00:00:00|0|Placed
CO_CLOTH01_20241027_STORE_003_0133|2024-10-27 00:00:00|0|Placed
CO_CLOTH01_20241027_STORE_004_0134|2024-10-27 00:00:00|0|Placed
CO_CLOTH01_20241027_STORE_005_0135|2024-10-27 00:00:00|0|Placed
CO_CLOTH01_20241028_STORE_001_0136|2024-10-28 00:00:00|0|Placed
CO_CLOTH01_20241028_STORE_002_0137|2024-10-28 00:00:00|0|Placed
CO_CLOTH01_20241028_STORE_003_0138|2024-10-28 00:00:00|0|Placed
CO_CLOTH01_20241028_STORE_004_0139|2024-10-28 00:00:00|0|Placed
CO_CLOTH01_20241028_STORE_005_0140|2024-10-28 00:00:00|0|Placed
CO_CLOTH01_20241029_STORE_001_0141|2024-10-29 00:00:00|0|Placed
CO_CLOTH01_20241029_STORE_002_0142|2024-10-29 00:00:00|0|Placed
CO_CLOTH01_20241029_STORE_003_0143|2024-10-29 00:00:00|0|Placed
CO_CLOTH01_20241029_STORE_004_0144|2024-10-29 00:00:00|0|Placed
CO_CLOTH01_20241029_STORE_005_0145|2024-10-29 00:00:00|0|Placed
CO_CLOTH01_20241030_STORE_001_0146|2024-10-30 00:00:00|0|Placed
CO_CLOTH01_20241030_STORE_002_0147|2024-10-30 00:00:00|0|Placed
CO_CLOTH01_20241030_STORE_003_0148|2024-10-30 00:00:00|0|Placed
CO_CLOTH01_20241030_STORE_004_0149|2024-10-30 00:00:00|0|Placed
CO_CLOTH01_20241030_STORE_005_0150|2024-10-30 00:00:00|0|Placed
CO_CLOTH01_20241031_STORE_001_0151|2024-10-31 00:00:00|0|Placed
CO_CLOTH01_20241031_STORE_002_0152|2024-10-31 00:00:00|0|Placed
CO_CLOTH01_20241031_STORE_003_0153|2024-10-31 00:00:00|0|Placed
CO_CLOTH01_20241031_STORE_004_0154|2024-10-31 00:00:00|0|Placed
CO_CLOTH01_20241031_STORE_005_0155|2024-10-31 00:00:00|0|Placed
CO_CLOTH01_20241101_STORE_001_0156|2024-11-01 00:00:00|0|Placed
CO_CLOTH01_20241101_STORE_002_0157|2024-11-01 00:00:00|0|Placed
CO_CLOTH01_20241101_STORE_003_0158|2024-11-01 00:00:00|0|Placed
CO_CLOTH01_20241101_STORE_004_0159|2024-11-01 00:00:00|0|Placed
CO_CLOTH01_20241101_STORE_005_0160|2024-11-01 00:00:00|0|Placed
CO_CLOTH01_20241102_STORE_001_0161|2024-11-02 00:00:00|0|Placed
CO_CLOTH01_20241102_STORE_002_0162|2024-11-02 00:00:00|0|Placed
CO_CLOTH01_20241102_STORE_003_0163|2024-11-02 00:00:00|0|Placed
CO_CLOTH01_20241102_STORE_004_0164|2024-11-02 00:00:00|0|Placed
CO_CLOTH01_20241102_STORE_005_0165|2024-11-02 00:00:00|0|Placed
CO_CLOTH01_20241103_STORE_001_0166|2024-11-03 00:00:00|0|Placed
CO_CLOTH01_20241103_STORE_002_0167|2024-11-03 00:00:00|0|Placed
CO_CLOTH01_20241103_STORE_003_0168|2024-11-03 00:00:00|0|Placed
CO_CLOTH01_20241103_STORE_004_0169|2024-11-03 00:00:00|0|Placed
CO_CLOTH01_20241103_STORE_005_0170|2024-11-03 00:00:00|0|Placed
CO_CLOTH01_20241104_STORE_001_0171|2024-11-04 00:00:00|0|Placed
CO_CLOTH01_20241104_STORE_002_0172|2024-11-04 00:00:00|0|Placed
CO_CLOTH01_20241104_STORE_003_0173|2024-11-04 00:00:00|0|Placed
CO_CLOTH01_20241104_STORE_004_0174|2024-11-04 00:00:00|0|Placed
CO_CLOTH01_20241104_STORE_005_0175|2024-11-04 00:00:00|0|Placed
CO_CLOTH01_20241105_STORE_001_0176|2024-11-05 00:00:00|0|Placed
CO_CLOTH01_20241105_STORE_002_0177|2024-11-05 00:00:00|0|Placed
CO_CLOTH01_20241105_STORE_003_0178|2024-11-05 00:00:00|0|Placed
CO_CLOTH01_20241105_STORE_004_0179|2024-11-05 00:00:00|0|Placed
CO_CLOTH01_20241105_STORE_005_0180|2024-11-05 00:00:00|0|Placed
CO_CLOTH01_20241106_STORE_001_0181|2024-11-06 00:00:00|0|Placed
CO_CLOTH01_20241106_STORE_002_0182|2024-11-06 00:00:00|0|Placed
CO_CLOTH01_20241106_STORE_003_0183|2024-11-06 00:00:00|0|Placed
CO_CLOTH01_20241106_STORE_004_0184|2024-11-06 00:00:00|0|Placed
CO_CLOTH01_20241106_STORE_005_0185|2024-11-06 00:00:00|0|Placed
CO_CLOTH01_20241107_STORE_001_0186|2024-11-07 00:00:00|0|Placed
CO_CLOTH01_20241107_STORE_002_0187|2024-11-07 00:00:00|0|Placed
CO_CLOTH01_20241107_STORE_003_0188|2024-11-07 00:00:00|0|Placed
CO_CLOTH01_20241107_STORE_004_0189|2024-11-07 00:00:00|0|Placed
CO_CLOTH01_20241107_STORE_005_0190|2024-11-07 00:00:00|0|Placed
CO_CLOTH01_20241108_STORE_001_0191|2024-11-08 00:00:00|0|Placed
CO_CLOTH01_20241108_STORE_002_0192|2024-11-08 00:00:00|0|Placed
CO_CLOTH01_20241108_STORE_003_0193|2024-11-08 00:00:00|0|Placed
CO_CLOTH01_20241108_STORE_004_0194|2024-11-08 00:00:00|0|Placed
CO_CLOTH01_20241108_STORE_005_0195|2024-11-08 00:00:00|0|Placed
CO_CLOTH01_20241109_STORE_001_0196|2024-11-09 00:00:00|0|Placed
CO_CLOTH01_20241109_STORE_002_0197|2024-11-09 00:00:00|0|Placed
CO_CLOTH01_20241109_STORE_003_0198|2024-11-09 00:00:00|0|Placed
CO_CLOTH01_20241109_STORE_004_0199|2024-11-09 00:00:00|0|Placed
CO_CLOTH01_20241109_STORE_005_0200|2024-11-09 00:00:00|0|Placed
CO_CLOTH01_20241110_STORE_001_0201|2024-11-10 00:00:00|0|Placed
CO_CLOTH01_20241110_STORE_002_0202|2024-11-10 00:00:00|0|Placed
CO_CLOTH01_20241110_STORE_003_0203|2024-11-10 00:00:00|0|Placed
CO_CLOTH01_20241110_STORE_004_0204|2024-11-10 00:00:00|0|Placed
CO_CLOTH01_20241110_STORE_005_0205|2024-11-10 00:00:00|0|Placed
CO_CLOTH01_20241111_STORE_001_0206|2024-11-11 00:00:00|0|Placed
CO_CLOTH01_20241111_STORE_002_0207|2024-11-11 00:00:00|0|Placed
CO_CLOTH01_20241111_STORE_003_0208|2024-11-11 00:00:00|0|Placed
CO_CLOTH01_20241111_STORE_004_0209|2024-11-11 00:00:00|0|Placed
CO_CLOTH01_20241111_STORE_005_0210|2024-11-11 00:00:00|0|Placed
CO_CLOTH01_20241112_STORE_001_0211|2024-11-12 00:00:00|0|Placed
CO_CLOTH01_20241112_STORE_002_0212|2024-11-12 00:00:00|0|Placed
CO_CLOTH01_20241112_STORE_003_0213|2024-11-12 00:00:00|0|Placed
CO_CLOTH01_20241112_STORE_004_0214|2024-11-12 00:00:00|0|Placed
CO_CLOTH01_20241112_STORE_005_0215|2024-11-12 00:00:00|0|Placed
CO_CLOTH01_20241113_STORE_001_0216|2024-11-13 00:00:00|0|Placed
CO_CLOTH01_20241113_STORE_002_0217|2024-11-13 00:00:00|0|Placed
CO_CLOTH01_20241113_STORE_003_0218|2024-11-13 00:00:00|0|Placed
CO_CLOTH01_20241113_STORE_004_0219|2024-11-13 00:00:00|0|Placed
CO_CLOTH01_20241113_STORE_005_0220|2024-11-13 00:00:00|0|Placed
CO_CLOTH01_20241114_STORE_001_0221|2024-11-14 00:00:00|0|Placed
CO_CLOTH01_20241114_STORE_002_0222|2024-11-14 00:00:00|0|Placed
CO_CLOTH01_20241114_STORE_003_0223|2024-11-14 00:00:00|0|Placed
CO_CLOTH01_20241114_STORE_004_0224|2024-11-14 00:00:00|0|Placed
CO_CLOTH01_20241114_STORE_005_0225|2024-11-14 00:00:00|0|Placed
CO_CLOTH01_20241115_STORE_001_0226|2024-11-15 00:00:00|0|Placed
CO_CLOTH01_20241115_STORE_002_0227|2024-11-15 00:00:00|0|Placed
CO_CLOTH01_20241115_STORE_003_0228|2024-11-15 00:00:00|0|Placed
CO_CLOTH01_20241115_STORE_004_0229|2024-11-15 00:00:00|0|Placed
CO_CLOTH01_20241115_STORE_005_0230|2024-11-15 00:00:00|0|Placed
CO_CLOTH01_20241116_STORE_001_0231|2024-11-16 00:00:00|0|Placed
CO_CLOTH01_20241116_STORE_002_0232|2024-11-16 00:00:00|0|Placed
CO_CLOTH01_20241116_STORE_003_0233|2024-11-16 00:00:00|0|Placed
CO_CLOTH01_20241116_STORE_004_0234|2024-11-16 00:00:00|0|Placed
CO_CLOTH01_20241116_STORE_005_0235|2024-11-16 00:00:00|0|Placed
CO_CLOTH01_20241117_STORE_001_0236|2024-11-17 00:00:00|0|Placed
CO_CLOTH01_20241117_STORE_002_0237|2024-11-17 00:00:00|0|Placed
CO_CLOTH01_20241117_STORE_003_0238|2024-11-17 00:00:00|0|Placed
CO_CLOTH01_20241117_STORE_004_0239|2024-11-17 00:00:00|0|Placed
CO_CLOTH01_20241117_STORE_005_0240|2024-11-17 00:00:00|0|Placed
CO_CLOTH01_20241118_STORE_001_0241|2024-11-18 00:00:00|0|Placed
CO_CLOTH01_20241118_STORE_002_0242|2024-11-18 00:00:00|0|Placed
CO_CLOTH01_20241118_STORE_003_0243|2024-11-18 00:00:00|0|Placed
CO_CLOTH01_20241118_STORE_004_0244|2024-11-18 00:00:00|0|Placed
CO_CLOTH01_20241118_STORE_005_0245|2024-11-18 00:00:00|0|Placed
CO_CLOTH01_20241119_STORE_001_0246|2024-11-19 00:00:00|0|Placed
CO_CLOTH01_20241119_STORE_002_0247|2024-11-19 00:00:00|0|Placed
CO_CLOTH01_20241119_STORE_003_0248|2024-11-19 00:00:00|0|Placed
CO_CLOTH01_20241119_STORE_004_0249|2024-11-19 00:00:00|0|Placed
CO_CLOTH01_20241119_STORE_005_0250|2024-11-19 00:00:00|0|Placed
CO_CLOTH01_20241120_STORE_001_0251|2024-11-20 00:00:00|0|Placed
CO_CLOTH01_20241120_STORE_002_0252|2024-11-20 00:00:00|0|Placed
CO_CLOTH01_20241120_STORE_003_0253|2024-11-20 00:00:00|0|Placed
CO_CLOTH01_20241120_STORE_004_0254|2024-11-20 00:00:00|0|Placed
CO_CLOTH01_20241120_STORE_005_0255|2024-11-20 00:00:00|0|Placed
CO_CLOTH01_20241121_STORE_001_0256|2024-11-21 00:00:00|0|Placed
CO_CLOTH01_20241121_STORE_002_0257|2024-11-21 00:00:00|0|Placed
CO_CLOTH01_20241121_STORE_003_0258|2024-11-21 00:00:00|0|Placed
CO_CLOTH01_20241121_STORE_004_0259|2024-11-21 00:00:00|0|Placed
CO_CLOTH01_20241121_STORE_005_0260|2024-11-21 00:00:00|0|Placed
CO_CLOTH01_20241122_STORE_001_0261|2024-11-22 00:00:00|0|Placed
CO_CLOTH01_20241122_STORE_002_0262|2024-11-22 00:00:00|0|Placed
CO_CLOTH01_20241122_STORE_003_0263|2024-11-22 00:00:00|0|Placed
CO_CLOTH01_20241122_STORE_004_0264|2024-11-22 00:00:00|0|Placed
CO_CLOTH01_20241122_STORE_005_0265|2024-11-22 00:00:00|0|Placed
CO_CLOTH01_20241123_STORE_001_0266|2024-11-23 00:00:00|0|Placed
CO_CLOTH01_20241123_STORE_002_0267|2024-11-23 00:00:00|0|Placed
CO_CLOTH01_20241123_STORE_003_0268|2024-11-23 00:00:00|0|Placed
CO_CLOTH01_20241123_STORE_004_0269|2024-11-23 00:00:00|0|Placed
CO_CLOTH01_20241123_STORE_005_0270|2024-11-23 00:00:00|0|Placed
CO_CLOTH01_20241124_STORE_001_0271|2024-11-24 00:00:00|0|Placed
CO_CLOTH01_20241124_STORE_002_0272|2024-11-24 00:00:00|0|Placed
CO_CLOTH01_20241124_STORE_003_0273|2024-11-24 00:00:00|0|Placed
CO_CLOTH01_20241124_STORE_004_0274|2024-11-24 00:00:00|0|Placed
CO_CLOTH01_20241124_STORE_005_0275|2024-11-24 00:00:00|0|Placed
CO_CLOTH01_20241125_STORE_001_0276|2024-11-25 00:00:00|0|Placed
CO_CLOTH01_20241125_STORE_002_0277|2024-11-25 00:00:00|0|Placed
CO_CLOTH01_20241125_STORE_003_0278|2024-11-25 00:00:00|0|Placed
CO_CLOTH01_20241125_STORE_004_0279|2024-11-25 00:00:00|0|Placed
CO_CLOTH01_20241125_STORE_005_0280|2024-11-25 00:00:00|0|Placed
CO_CLOTH01_20241126_STORE_001_0281|2024-11-26 00:00:00|0|Placed
CO_CLOTH01_20241126_STORE_002_0282|2024-11-26 00:00:00|0|Placed
CO_CLOTH01_20241126_STORE_003_0283|2024-11-26 00:00:00|0|Placed
CO_CLOTH01_20241126_STORE_004_0284|2024-11-26 00:00:00|0|Placed
CO_CLOTH01_20241126_STORE_005_0285|2024-11-26 00:00:00|0|Placed
CO_CLOTH01_20241127_STORE_001_0286|2024-11-27 00:00:00|0|Placed
CO_CLOTH01_20241127_STORE_002_0287|2024-11-27 00:00:00|0|Placed
CO_CLOTH01_20241127_STORE_003_0288|2024-11-27 00:00:00|0|Placed
CO_CLOTH01_20241127_STORE_004_0289|2024-11-27 00:00:00|0|Placed
CO_CLOTH01_20241127_STORE_005_0290|2024-11-27 00:00:00|0|Placed
CO_CLOTH01_20241128_STORE_001_0291|2024-11-28 00:00:00|0|Placed
CO_CLOTH01_20241128_STORE_002_0292|2024-11-28 00:00:00|0|Placed
CO_CLOTH01_20241128_STORE_003_0293|2024-11-28 00:00:00|0|Placed
CO_CLOTH01_20241128_STORE_004_0294|2024-11-28 00:00:00|0|Placed
CO_CLOTH01_20241128_STORE_005_0295|2024-11-28 00:00:00|0|Placed
CO_CLOTH01_20241129_STORE_001_0296|2024-11-29 00:00:00|0|Placed
CO_CLOTH01_20241129_STORE_002_0297|2024-11-29 00:00:00|0|Placed
CO_CLOTH01_20241129_STORE_003_0298|2024-11-29 00:00:00|0|Placed
CO_CLOTH01_20241129_STORE_004_0299|2024-11-29 00:00:00|0|Placed
CO_CLOTH01_20241129_STORE_005_0300|2024-11-29 00:00:00|0|Placed
CO_CLOTH01_20241130_STORE_001_0301|2024-11-30 00:00:00|0|Placed
CO_CLOTH01_20241130_STORE_002_0302|2024-11-30 00:00:00|0|Placed
CO_CLOTH01_20241130_STORE_003_0303|2024-11-30 00:00:00|0|Placed
CO_CLOTH01_20241130_STORE_004_0304|2024-11-30 00:00:00|0|Placed
CO_CLOTH01_20241130_STORE_005_0305|2024-11-30 00:00:00|0|Placed
CO_CLOTH01_20241201_STORE_001_0306|2024-12-01 00:00:00|0|Placed
CO_CLOTH01_20241201_STORE_002_0307|2024-12-01 00:00:00|0|Placed
CO_CLOTH01_20241201_STORE_003_0308|2024-12-01 00:00:00|0|Placed
CO_CLOTH01_20241201_STORE_004_0309|2024-12-01 00:00:00|0|Placed
CO_CLOTH01_20241201_STORE_005_0310|2024-12-01 00:00:00|0|Placed
CO_CLOTH01_20241202_STORE_001_0311|2024-12-02 00:00:00|0|Placed
CO_CLOTH01_20241202_STORE_002_0312|2024-12-02 00:00:00|0|Placed
CO_CLOTH01_20241202_STORE_003_0313|2024-12-02 00:00:00|0|Placed
CO_CLOTH01_20241202_STORE_004_0314|2024-12-02 00:00:00|0|Placed
CO_CLOTH01_20241202_STORE_005_0315|2024-12-02 00:00:00|0|Placed
CO_CLOTH01_20241203_STORE_001_0316|2024-12-03 00:00:00|0|Placed
CO_CLOTH01_20241203_STORE_002_0317|2024-12-03 00:00:00|0|Placed
CO_CLOTH01_20241203_STORE_003_0318|2024-12-03 00:00:00|0|Placed
CO_CLOTH01_20241203_STORE_004_0319|2024-12-03 00:00:00|0|Placed
CO_CLOTH01_20241203_STORE_005_0320|2024-12-03 00:00:00|0|Placed
CO_CLOTH01_20241204_STORE_001_0321|2024-12-04 00:00:00|0|Placed
CO_CLOTH01_20241204_STORE_002_0322|2024-12-04 00:00:00|0|Placed
CO_CLOTH01_20241204_STORE_003_0323|2024-12-04 00:00:00|0|Placed
CO_CLOTH01_20241204_STORE_004_0324|2024-12-04 00:00:00|0|Placed
CO_CLOTH01_20241204_STORE_005_0325|2024-12-04 00:00:00|0|Placed
CO_CLOTH01_20241205_STORE_001_0326|2024-12-05 00:00:00|0|Placed
CO_CLOTH01_20241205_STORE_002_0327|2024-12-05 00:00:00|0|Placed
CO_CLOTH01_20241205_STORE_003_0328|2024-12-05 00:00:00|0|Placed
CO_CLOTH01_20241205_STORE_004_0329|2024-12-05 00:00:00|0|Placed
CO_CLOTH01_20241205_STORE_005_0330|2024-12-05 00:00:00|0|Placed
CO_CLOTH01_20241206_STORE_001_0331|2024-12-06 00:00:00|0|Placed
