DeliveryNoteNumber|CustomerOrderNumber|SiteCode|ItemCode|DeliveredQuantity|ActualDeliveryDate|CustomerOrderLineNumber
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_BOT_0029|4|2024-10-01 00:00:00|29
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_BOT_0030|5|2024-10-01 00:00:00|30
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_BOT_0031|3|2024-10-01 00:00:00|31
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_BOT_0032|1|2024-10-01 00:00:00|32
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_FOO_0033|1|2024-10-01 00:00:00|33
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_FOO_0034|2|2024-10-01 00:00:00|34
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_FOO_0035|1|2024-10-01 00:00:00|35
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_FOO_0037|1|2024-10-01 00:00:00|36
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_FOO_0038|2|2024-10-01 00:00:00|37
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_OUT_0041|2|2024-10-01 00:00:00|38
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_OUT_0044|1|2024-10-01 00:00:00|39
DN_CLOTH01_20241001_STORE_001_000001|CO_CLOTH01_20241001_STORE_001_0001|STORE_001|ITM_OUT_0045|1|2024-10-01 00:00:00|40
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0001|12|2024-10-01 00:00:00|1
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0002|7|2024-10-01 00:00:00|2
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0003|3|2024-10-01 00:00:00|3
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0004|8|2024-10-01 00:00:00|4
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0005|7|2024-10-01 00:00:00|5
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0006|6|2024-10-01 00:00:00|6
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0007|2|2024-10-01 00:00:00|7
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0008|6|2024-10-01 00:00:00|8
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0009|5|2024-10-01 00:00:00|9
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BAS_0010|7|2024-10-01 00:00:00|10
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0011|2|2024-10-01 00:00:00|11
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0012|3|2024-10-01 00:00:00|12
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0013|10|2024-10-01 00:00:00|13
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0014|7|2024-10-01 00:00:00|14
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0015|8|2024-10-01 00:00:00|15
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0016|10|2024-10-01 00:00:00|16
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0017|2|2024-10-01 00:00:00|17
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0018|2|2024-10-01 00:00:00|18
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0020|7|2024-10-01 00:00:00|19
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0021|4|2024-10-01 00:00:00|20
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_TOP_0022|2|2024-10-01 00:00:00|21
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0023|4|2024-10-01 00:00:00|22
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0024|5|2024-10-01 00:00:00|23
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0025|7|2024-10-01 00:00:00|24
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0026|3|2024-10-01 00:00:00|25
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0027|1|2024-10-01 00:00:00|26
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0028|10|2024-10-01 00:00:00|27
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0029|3|2024-10-01 00:00:00|28
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0030|1|2024-10-01 00:00:00|29
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0031|1|2024-10-01 00:00:00|30
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_BOT_0032|1|2024-10-01 00:00:00|31
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_FOO_0034|1|2024-10-01 00:00:00|32
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_FOO_0035|3|2024-10-01 00:00:00|33
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_FOO_0037|2|2024-10-01 00:00:00|34
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_FOO_0038|1|2024-10-01 00:00:00|35
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_FOO_0040|2|2024-10-01 00:00:00|36
DN_CLOTH01_20241001_STORE_002_000002|CO_CLOTH01_20241001_STORE_002_0002|STORE_002|ITM_OUT_0044|1|2024-10-01 00:00:00|37
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0001|7|2024-10-01 00:00:00|1
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0002|4|2024-10-01 00:00:00|2
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0003|4|2024-10-01 00:00:00|3
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0004|9|2024-10-01 00:00:00|4
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0005|7|2024-10-01 00:00:00|5
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0006|7|2024-10-01 00:00:00|6
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0007|8|2024-10-01 00:00:00|7
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0008|3|2024-10-01 00:00:00|8
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0009|4|2024-10-01 00:00:00|9
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BAS_0010|7|2024-10-01 00:00:00|10
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0011|2|2024-10-01 00:00:00|11
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0012|4|2024-10-01 00:00:00|12
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0013|6|2024-10-01 00:00:00|13
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0014|4|2024-10-01 00:00:00|14
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0015|1|2024-10-01 00:00:00|15
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0016|7|2024-10-01 00:00:00|16
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0017|7|2024-10-01 00:00:00|17
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0018|2|2024-10-01 00:00:00|18
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0019|4|2024-10-01 00:00:00|19
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0020|3|2024-10-01 00:00:00|20
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0021|3|2024-10-01 00:00:00|21
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_TOP_0022|2|2024-10-01 00:00:00|22
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0023|6|2024-10-01 00:00:00|23
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0024|9|2024-10-01 00:00:00|24
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0025|4|2024-10-01 00:00:00|25
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0026|3|2024-10-01 00:00:00|26
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0027|2|2024-10-01 00:00:00|27
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0028|7|2024-10-01 00:00:00|28
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0029|4|2024-10-01 00:00:00|29
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0030|2|2024-10-01 00:00:00|30
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0031|3|2024-10-01 00:00:00|31
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_BOT_0032|6|2024-10-01 00:00:00|32
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_FOO_0034|2|2024-10-01 00:00:00|33
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_FOO_0035|1|2024-10-01 00:00:00|34
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_FOO_0036|1|2024-10-01 00:00:00|35
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_FOO_0037|1|2024-10-01 00:00:00|36
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_FOO_0038|1|2024-10-01 00:00:00|37
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_OUT_0041|1|2024-10-01 00:00:00|38
DN_CLOTH01_20241001_STORE_003_000003|CO_CLOTH01_20241001_STORE_003_0003|STORE_003|ITM_OUT_0042|1|2024-10-01 00:00:00|39
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0001|14|2024-10-01 00:00:00|1
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0002|11|2024-10-01 00:00:00|2
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0003|8|2024-10-01 00:00:00|3
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0004|17|2024-10-01 00:00:00|4
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0005|15|2024-10-01 00:00:00|5
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0006|5|2024-10-01 00:00:00|6
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0007|6|2024-10-01 00:00:00|7
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0008|6|2024-10-01 00:00:00|8
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0009|4|2024-10-01 00:00:00|9
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BAS_0010|12|2024-10-01 00:00:00|10
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0011|3|2024-10-01 00:00:00|11
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0012|6|2024-10-01 00:00:00|12
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0013|6|2024-10-01 00:00:00|13
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0014|4|2024-10-01 00:00:00|14
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0015|4|2024-10-01 00:00:00|15
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0016|9|2024-10-01 00:00:00|16
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0017|7|2024-10-01 00:00:00|17
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0018|1|2024-10-01 00:00:00|18
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0019|3|2024-10-01 00:00:00|19
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0020|6|2024-10-01 00:00:00|20
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0021|5|2024-10-01 00:00:00|21
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_TOP_0022|4|2024-10-01 00:00:00|22
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0023|6|2024-10-01 00:00:00|23
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0024|6|2024-10-01 00:00:00|24
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0025|5|2024-10-01 00:00:00|25
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0026|3|2024-10-01 00:00:00|26
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0027|2|2024-10-01 00:00:00|27
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0028|4|2024-10-01 00:00:00|28
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0029|2|2024-10-01 00:00:00|29
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0030|4|2024-10-01 00:00:00|30
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0031|2|2024-10-01 00:00:00|31
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_BOT_0032|1|2024-10-01 00:00:00|32
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_FOO_0034|1|2024-10-01 00:00:00|33
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_FOO_0036|1|2024-10-01 00:00:00|34
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_FOO_0039|2|2024-10-01 00:00:00|35
DN_CLOTH01_20241001_STORE_004_000004|CO_CLOTH01_20241001_STORE_004_0004|STORE_004|ITM_OUT_0041|2|2024-10-01 00:00:00|36
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0001|8|2024-10-01 00:00:00|1
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0002|10|2024-10-01 00:00:00|2
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0003|4|2024-10-01 00:00:00|3
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0004|15|2024-10-01 00:00:00|4
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0005|11|2024-10-01 00:00:00|5
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0006|4|2024-10-01 00:00:00|6
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0007|3|2024-10-01 00:00:00|7
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0008|7|2024-10-01 00:00:00|8
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0009|5|2024-10-01 00:00:00|9
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_BAS_0010|10|2024-10-01 00:00:00|10
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0011|2|2024-10-01 00:00:00|11
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0012|6|2024-10-01 00:00:00|12
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0013|9|2024-10-01 00:00:00|13
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0014|6|2024-10-01 00:00:00|14
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0015|2|2024-10-01 00:00:00|15
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0016|4|2024-10-01 00:00:00|16
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0017|4|2024-10-01 00:00:00|17
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0018|3|2024-10-01 00:00:00|18
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0019|3|2024-10-01 00:00:00|19
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0020|4|2024-10-01 00:00:00|20
DN_CLOTH01_20241001_STORE_005_000005|CO_CLOTH01_20241001_STORE_005_0005|STORE_005|ITM_TOP_0021|4|2024-10-01 00:00:00|21
