PurchaseOrderNumber|PurchaseOrderDate|IBTFlag|SupplierOrderStatus|ReceiveNoLaterThan
PO_CLOTH01_20241011_DC_01_IBT_000088|2024-10-11 00:00:00|1|Delivered|2024-10-11 00:00:00
PO_CLOTH01_20241011_DC_01_IBT_000089|2024-10-11 00:00:00|1|Delivered|2024-10-11 00:00:00
PO_CLOTH01_20241011_DC_01_IBT_000090|2024-10-11 00:00:00|1|Delivered|2024-10-11 00:00:00
PO_CLOTH01_20241011_DC_01_IBT_000091|2024-10-11 00:00:00|1|Delivered|2024-10-11 00:00:00
PO_CLOTH01_20241011_DC_01_IBT_000092|2024-10-11 00:00:00|1|Delivered|2024-10-11 00:00:00
PO_CLOTH01_20241012_DC_01_IBT_000093|2024-10-12 00:00:00|1|Delivered|2024-10-12 00:00:00
PO_CLOTH01_20241012_DC_01_IBT_000094|2024-10-12 00:00:00|1|Delivered|2024-10-12 00:00:00
PO_CLOTH01_20241012_DC_01_IBT_000095|2024-10-12 00:00:00|1|Delivered|2024-10-12 00:00:00
PO_CLOTH01_20241012_DC_01_IBT_000096|2024-10-12 00:00:00|1|Delivered|2024-10-12 00:00:00
PO_CLOTH01_20241012_DC_01_IBT_000097|2024-10-12 00:00:00|1|Delivered|2024-10-12 00:00:00
PO_CLOTH01_20241013_DC_01_IBT_000098|2024-10-13 00:00:00|1|Delivered|2024-10-13 00:00:00
PO_CLOTH01_20241013_DC_01_IBT_000099|2024-10-13 00:00:00|1|Delivered|2024-10-13 00:00:00
PO_CLOTH01_20241013_DC_01_IBT_000100|2024-10-13 00:00:00|1|Delivered|2024-10-13 00:00:00
PO_CLOTH01_20241013_DC_01_IBT_000101|2024-10-13 00:00:00|1|Delivered|2024-10-13 00:00:00
PO_CLOTH01_20241013_DC_01_IBT_000102|2024-10-13 00:00:00|1|Delivered|2024-10-13 00:00:00
PO_CLOTH01_20241014_DC_01_IBT_000103|2024-10-14 00:00:00|1|Delivered|2024-10-14 00:00:00
PO_CLOTH01_20241014_DC_01_IBT_000104|2024-10-14 00:00:00|1|Delivered|2024-10-14 00:00:00
PO_CLOTH01_20241014_DC_01_IBT_000105|2024-10-14 00:00:00|1|Delivered|2024-10-14 00:00:00
PO_CLOTH01_20241014_DC_01_IBT_000106|2024-10-14 00:00:00|1|Delivered|2024-10-14 00:00:00
PO_CLOTH01_20241014_DC_01_IBT_000107|2024-10-14 00:00:00|1|Delivered|2024-10-14 00:00:00
PO_CLOTH01_20241014_DC_01_000108|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000109|2024-10-14 00:00:00|0|Placed|2024-10-21 00:00:00
PO_CLOTH01_20241014_DC_01_000110|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000111|2024-10-14 00:00:00|0|Placed|2024-10-25 00:00:00
PO_CLOTH01_20241014_DC_01_000112|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000113|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000114|2024-10-14 00:00:00|0|Placed|2024-10-23 00:00:00
PO_CLOTH01_20241014_DC_01_000115|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000116|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000117|2024-10-14 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241014_DC_01_000118|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000119|2024-10-14 00:00:00|0|Placed|2024-10-21 00:00:00
PO_CLOTH01_20241014_DC_01_000120|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000121|2024-10-14 00:00:00|0|Placed|2024-10-25 00:00:00
PO_CLOTH01_20241014_DC_01_000122|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000123|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000124|2024-10-14 00:00:00|0|Placed|2024-10-23 00:00:00
PO_CLOTH01_20241014_DC_01_000125|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000126|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000127|2024-10-14 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241014_DC_01_000128|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000129|2024-10-14 00:00:00|0|Placed|2024-10-21 00:00:00
PO_CLOTH01_20241014_DC_01_000130|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000131|2024-10-14 00:00:00|0|Placed|2024-10-25 00:00:00
PO_CLOTH01_20241014_DC_01_000132|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000133|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000134|2024-10-14 00:00:00|0|Placed|2024-10-23 00:00:00
PO_CLOTH01_20241014_DC_01_000135|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000136|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000137|2024-10-14 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241014_DC_01_000138|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000139|2024-10-14 00:00:00|0|Placed|2024-10-21 00:00:00
PO_CLOTH01_20241014_DC_01_000140|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000141|2024-10-14 00:00:00|0|Placed|2024-10-25 00:00:00
PO_CLOTH01_20241014_DC_01_000142|2024-10-14 00:00:00|0|Placed|2024-10-24 00:00:00
PO_CLOTH01_20241014_DC_01_000143|2024-10-14 00:00:00|0|Placed|2024-10-23 00:00:00
PO_CLOTH01_20241014_DC_01_000144|2024-10-14 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241014_DC_01_000145|2024-10-14 00:00:00|0|Placed|2024-10-22 00:00:00
PO_CLOTH01_20241014_DC_01_000146|2024-10-14 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241015_DC_01_IBT_000147|2024-10-15 00:00:00|1|Delivered|2024-10-15 00:00:00
PO_CLOTH01_20241015_DC_01_IBT_000148|2024-10-15 00:00:00|1|Delivered|2024-10-15 00:00:00
PO_CLOTH01_20241015_DC_01_IBT_000149|2024-10-15 00:00:00|1|Delivered|2024-10-15 00:00:00
PO_CLOTH01_20241015_DC_01_IBT_000150|2024-10-15 00:00:00|1|Delivered|2024-10-15 00:00:00
PO_CLOTH01_20241015_DC_01_IBT_000151|2024-10-15 00:00:00|1|Delivered|2024-10-15 00:00:00
PO_CLOTH01_20241016_DC_01_IBT_000152|2024-10-16 00:00:00|1|Delivered|2024-10-16 00:00:00
PO_CLOTH01_20241016_DC_01_IBT_000153|2024-10-16 00:00:00|1|Delivered|2024-10-16 00:00:00
PO_CLOTH01_20241016_DC_01_IBT_000154|2024-10-16 00:00:00|1|Delivered|2024-10-16 00:00:00
PO_CLOTH01_20241016_DC_01_IBT_000155|2024-10-16 00:00:00|1|Delivered|2024-10-16 00:00:00
PO_CLOTH01_20241016_DC_01_IBT_000156|2024-10-16 00:00:00|1|Delivered|2024-10-16 00:00:00
PO_CLOTH01_20241017_DC_01_IBT_000157|2024-10-17 00:00:00|1|Delivered|2024-10-17 00:00:00
PO_CLOTH01_20241017_DC_01_IBT_000158|2024-10-17 00:00:00|1|Delivered|2024-10-17 00:00:00
PO_CLOTH01_20241017_DC_01_IBT_000159|2024-10-17 00:00:00|1|Delivered|2024-10-17 00:00:00
PO_CLOTH01_20241017_DC_01_IBT_000160|2024-10-17 00:00:00|1|Delivered|2024-10-17 00:00:00
PO_CLOTH01_20241017_DC_01_IBT_000161|2024-10-17 00:00:00|1|Delivered|2024-10-17 00:00:00
PO_CLOTH01_20241018_DC_01_IBT_000162|2024-10-18 00:00:00|1|Delivered|2024-10-18 00:00:00
PO_CLOTH01_20241018_DC_01_IBT_000163|2024-10-18 00:00:00|1|Delivered|2024-10-18 00:00:00
PO_CLOTH01_20241018_DC_01_IBT_000164|2024-10-18 00:00:00|1|Delivered|2024-10-18 00:00:00
PO_CLOTH01_20241018_DC_01_IBT_000165|2024-10-18 00:00:00|1|Delivered|2024-10-18 00:00:00
PO_CLOTH01_20241018_DC_01_IBT_000166|2024-10-18 00:00:00|1|Delivered|2024-10-18 00:00:00
PO_CLOTH01_20241019_DC_01_IBT_000167|2024-10-19 00:00:00|1|Delivered|2024-10-19 00:00:00
PO_CLOTH01_20241019_DC_01_IBT_000168|2024-10-19 00:00:00|1|Delivered|2024-10-19 00:00:00
PO_CLOTH01_20241019_DC_01_IBT_000169|2024-10-19 00:00:00|1|Delivered|2024-10-19 00:00:00
PO_CLOTH01_20241019_DC_01_IBT_000170|2024-10-19 00:00:00|1|Delivered|2024-10-19 00:00:00
PO_CLOTH01_20241019_DC_01_IBT_000171|2024-10-19 00:00:00|1|Delivered|2024-10-19 00:00:00
PO_CLOTH01_20241020_DC_01_IBT_000172|2024-10-20 00:00:00|1|Delivered|2024-10-20 00:00:00
PO_CLOTH01_20241020_DC_01_IBT_000173|2024-10-20 00:00:00|1|Delivered|2024-10-20 00:00:00
PO_CLOTH01_20241020_DC_01_IBT_000174|2024-10-20 00:00:00|1|Delivered|2024-10-20 00:00:00
PO_CLOTH01_20241020_DC_01_IBT_000175|2024-10-20 00:00:00|1|Delivered|2024-10-20 00:00:00
PO_CLOTH01_20241020_DC_01_IBT_000176|2024-10-20 00:00:00|1|Delivered|2024-10-20 00:00:00
PO_CLOTH01_20241021_DC_01_IBT_000177|2024-10-21 00:00:00|1|Delivered|2024-10-21 00:00:00
PO_CLOTH01_20241021_DC_01_IBT_000178|2024-10-21 00:00:00|1|Delivered|2024-10-21 00:00:00
PO_CLOTH01_20241021_DC_01_IBT_000179|2024-10-21 00:00:00|1|Delivered|2024-10-21 00:00:00
PO_CLOTH01_20241021_DC_01_IBT_000180|2024-10-21 00:00:00|1|Delivered|2024-10-21 00:00:00
PO_CLOTH01_20241021_DC_01_IBT_000181|2024-10-21 00:00:00|1|Delivered|2024-10-21 00:00:00
PO_CLOTH01_20241021_DC_01_000182|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000183|2024-10-21 00:00:00|0|Placed|2024-10-28 00:00:00
PO_CLOTH01_20241021_DC_01_000184|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000185|2024-10-21 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241021_DC_01_000186|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000187|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000188|2024-10-21 00:00:00|0|Placed|2024-10-30 00:00:00
PO_CLOTH01_20241021_DC_01_000189|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000190|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000191|2024-10-21 00:00:00|0|Placed|2024-11-07 00:00:00
PO_CLOTH01_20241021_DC_01_000192|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000193|2024-10-21 00:00:00|0|Placed|2024-10-28 00:00:00
PO_CLOTH01_20241021_DC_01_000194|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000195|2024-10-21 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241021_DC_01_000196|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000197|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000198|2024-10-21 00:00:00|0|Placed|2024-10-30 00:00:00
PO_CLOTH01_20241021_DC_01_000199|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000200|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000201|2024-10-21 00:00:00|0|Placed|2024-11-07 00:00:00
PO_CLOTH01_20241021_DC_01_000202|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000203|2024-10-21 00:00:00|0|Placed|2024-10-28 00:00:00
PO_CLOTH01_20241021_DC_01_000204|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000205|2024-10-21 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241021_DC_01_000206|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000207|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000208|2024-10-21 00:00:00|0|Placed|2024-10-30 00:00:00
PO_CLOTH01_20241021_DC_01_000209|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000210|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000211|2024-10-21 00:00:00|0|Placed|2024-11-07 00:00:00
PO_CLOTH01_20241021_DC_01_000212|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000213|2024-10-21 00:00:00|0|Placed|2024-10-28 00:00:00
PO_CLOTH01_20241021_DC_01_000214|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000215|2024-10-21 00:00:00|0|Placed|2024-11-01 00:00:00
PO_CLOTH01_20241021_DC_01_000216|2024-10-21 00:00:00|0|Placed|2024-10-31 00:00:00
PO_CLOTH01_20241021_DC_01_000217|2024-10-21 00:00:00|0|Placed|2024-10-30 00:00:00
PO_CLOTH01_20241021_DC_01_000218|2024-10-21 00:00:00|0|Placed|2024-11-08 00:00:00
PO_CLOTH01_20241021_DC_01_000219|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241021_DC_01_000220|2024-10-21 00:00:00|0|Placed|2024-11-07 00:00:00
PO_CLOTH01_20241021_DC_01_000221|2024-10-21 00:00:00|0|Placed|2024-10-30 00:00:00
PO_CLOTH01_20241021_DC_01_000222|2024-10-21 00:00:00|0|Placed|2024-10-29 00:00:00
PO_CLOTH01_20241022_DC_01_IBT_000223|2024-10-22 00:00:00|1|Delivered|2024-10-22 00:00:00
PO_CLOTH01_20241022_DC_01_IBT_000224|2024-10-22 00:00:00|1|Delivered|2024-10-22 00:00:00
PO_CLOTH01_20241022_DC_01_IBT_000225|2024-10-22 00:00:00|1|Delivered|2024-10-22 00:00:00
PO_CLOTH01_20241022_DC_01_IBT_000226|2024-10-22 00:00:00|1|Delivered|2024-10-22 00:00:00
PO_CLOTH01_20241022_DC_01_IBT_000227|2024-10-22 00:00:00|1|Delivered|2024-10-22 00:00:00
PO_CLOTH01_20241023_DC_01_IBT_000228|2024-10-23 00:00:00|1|Delivered|2024-10-23 00:00:00
PO_CLOTH01_20241023_DC_01_IBT_000229|2024-10-23 00:00:00|1|Delivered|2024-10-23 00:00:00
PO_CLOTH01_20241023_DC_01_IBT_000230|2024-10-23 00:00:00|1|Delivered|2024-10-23 00:00:00
PO_CLOTH01_20241023_DC_01_IBT_000231|2024-10-23 00:00:00|1|Delivered|2024-10-23 00:00:00
PO_CLOTH01_20241023_DC_01_IBT_000232|2024-10-23 00:00:00|1|Delivered|2024-10-23 00:00:00
PO_CLOTH01_20241024_DC_01_IBT_000233|2024-10-24 00:00:00|1|Delivered|2024-10-24 00:00:00
PO_CLOTH01_20241024_DC_01_IBT_000234|2024-10-24 00:00:00|1|Delivered|2024-10-24 00:00:00
PO_CLOTH01_20241024_DC_01_IBT_000235|2024-10-24 00:00:00|1|Delivered|2024-10-24 00:00:00
PO_CLOTH01_20241024_DC_01_IBT_000236|2024-10-24 00:00:00|1|Delivered|2024-10-24 00:00:00
PO_CLOTH01_20241024_DC_01_IBT_000237|2024-10-24 00:00:00|1|Delivered|2024-10-24 00:00:00
PO_CLOTH01_20241025_DC_01_IBT_000238|2024-10-25 00:00:00|1|Delivered|2024-10-25 00:00:00
PO_CLOTH01_20241025_DC_01_IBT_000239|2024-10-25 00:00:00|1|Delivered|2024-10-25 00:00:00
PO_CLOTH01_20241025_DC_01_IBT_000240|2024-10-25 00:00:00|1|Delivered|2024-10-25 00:00:00
PO_CLOTH01_20241025_DC_01_IBT_000241|2024-10-25 00:00:00|1|Delivered|2024-10-25 00:00:00
PO_CLOTH01_20241025_DC_01_IBT_000242|2024-10-25 00:00:00|1|Delivered|2024-10-25 00:00:00
PO_CLOTH01_20241026_DC_01_IBT_000243|2024-10-26 00:00:00|1|Delivered|2024-10-26 00:00:00
PO_CLOTH01_20241026_DC_01_IBT_000244|2024-10-26 00:00:00|1|Delivered|2024-10-26 00:00:00
PO_CLOTH01_20241026_DC_01_IBT_000245|2024-10-26 00:00:00|1|Delivered|2024-10-26 00:00:00
